釜房,（※空欄はデータがなし）
年月日,貯水位（m）,流入量（m3/S）,放流量（m3/S）
1993/1/1,143.94,4.23,4.23
1993/1/2,143.92,2.98,4.12
1993/1/3,143.9,4.03,4.03
1993/1/4,144.04,8.54,3.96
1993/1/5,144.07,4.52,3.94
1993/1/6,144.07,3.74,4.03
1993/1/7,144.08,5.09,3.94
1993/1/8,144.12,4.6,4.02
1993/1/9,144.13,3.97,3.97
1993/1/10,144.13,4.05,4.05
1993/1/11,144.15,4.69,4.11
1993/1/12,144.14,3.46,4.04
1993/1/13,144.12,3.39,3.97
1993/1/14,144.11,3.63,3.92
1993/1/15,144.1,4.17,3.88
1993/1/16,144.12,4.22,3.93
1993/1/17,144.13,4.39,4.1
1993/1/18,144.12,3.53,4.11
1993/1/19,144.1,3.82,4.11
1993/1/20,144.08,3.28,4.14
1993/1/21,144.07,3.79,4.08
1993/1/22,144.04,3.18,4.04
1993/1/23,144.01,2.9,4.05
1993/1/24,143.97,3.24,4.1
1993/1/25,143.99,6.3,4.01
1993/1/26,144.09,6.38,4.08
1993/1/27,144.15,5.62,4.17
1993/1/28,144.2,5.83,4.09
1993/1/29,144.23,3.85,3.85
1993/1/30,144.24,4.24,3.95
1993/1/31,144.24,4.28,3.99
1993/2/1,144.24,3.93,4.51
1993/2/2,144.22,3.96,4.54
1993/2/3,144.19,3.63,4.79
1993/2/4,144.16,4.11,4.69
1993/2/5,144.13,3.8,4.66
1993/2/6,144.23,13.66,4.61
1993/2/7,144.83,26.36,4.63
1993/2/8,145.26,15.67,4.71
1993/2/9,145.58,9.72,5.26
1993/2/10,145.68,7.44,5.19
1993/2/11,145.74,6.91,4.97
1993/2/12,145.77,5.5,5.5
1993/2/13,145.76,5.09,5.41
1993/2/14,145.75,4.9,5.87
1993/2/15,145.73,5.44,5.44
1993/2/16,145.72,5.56,5.56
1993/2/17,145.79,10.99,7.43
1993/2/18,145.86,8.89,7.59
1993/2/19,145.88,7.59,7.59
1993/2/20,145.87,6.89,7.54
1993/2/21,145.86,7.73,7.4
1993/2/22,145.91,10.51,7.57
1993/2/23,146.01,10.87,7.58
1993/2/24,146.08,8.92,7.6
1993/2/25,146.1,7.62,7.62
1993/2/26,146.09,6.88,7.54
1993/2/27,146.06,6.52,7.51
1993/2/28,146.04,7.14,7.47
1993/3/1,146.02,6.55,7.54
1993/3/2,145.99,5.89,7.53
1993/3/3,145.93,5.89,7.53
1993/3/4,145.88,5.96,7.59
1993/3/5,145.84,6.66,7.64
1993/3/6,145.85,9.12,7.49
1993/3/7,145.93,10.78,7.51
1993/3/8,146,8.56,7.57
1993/3/9,146.01,7.63,7.63
1993/3/10,146.01,7.25,7.58
1993/3/11,145.99,6.9,7.56
1993/3/12,145.95,5.6,7.57
1993/3/13,145.9,5.88,7.51
1993/3/14,145.84,5.61,7.56
1993/3/15,145.77,5,7.59
1993/3/16,145.69,5.02,7.59
1993/3/17,145.6,4.7,7.58
1993/3/18,145.52,5.03,7.57
1993/3/19,145.43,4.38,7.54
1993/3/20,145.33,4.35,7.48
1993/3/21,145.23,4.4,7.51
1993/3/22,145.13,4.56,7.65
1993/3/23,145.04,5.51,7.66
1993/3/24,145.04,8.89,5.51
1993/3/25,145.24,13.28,5.18
1993/3/26,145.5,12.51,5.22
1993/3/27,145.73,12.26,5.17
1993/3/28,145.93,11.66,5.12
1993/3/29,146.11,9.75,5.11
1993/3/30,146.22,8.66,5.31
1993/3/31,146.33,10.69,5.28
1993/4/1,146.64,19.43,5.25
1993/4/2,146.99,17.59,7.65
1993/4/3,147.24,16.32,7.66
1993/4/4,147.46,14.93,7.62
1993/4/5,147.63,12.57,7.77
1993/4/6,147.72,9.97,7.74
1993/4/7,147.78,9.99,7.75
1993/4/8,147.83,8.86,7.74
1993/4/9,147.84,7.7,7.7
1993/4/10,147.84,7.32,7.69
1993/4/11,147.81,6.61,7.73
1993/4/12,147.77,6.01,7.87
1993/4/13,147.73,6.35,7.84
1993/4/14,147.71,6.37,6
1993/4/15,147.74,7.47,5.98
1993/4/16,147.8,8.96,5.97
1993/4/17,147.9,10.12,5.99
1993/4/18,148.03,11.45,5.4
1993/4/19,148.16,9.31,5.49
1993/4/20,148.24,8.08,5.39
1993/4/21,148.31,7.74,5.42
1993/4/22,148.39,10.03,5.76
1993/4/23,148.54,13.32,5.86
1993/4/24,148.74,14.03,5.67
1993/4/25,148.98,14.64,5.76
1993/4/26,149.13,9.84,5.76
1993/4/27,149.21,8.06,5.6
1993/4/28,149.27,10.15,5.6
1993/4/29,149.4,9.96,5.38
1993/4/30,149.52,11.97,6.93
1993/5/1,149.59,9.66,8.39
1993/5/2,149.65,31.51,29.82
1993/5/3,149.6,24.92,28.3
1993/5/4,149.53,17.32,17.74
1993/5/5,149.56,15.06,14.64
1993/5/6,149.56,13.92,14.76
1993/5/7,149.53,13.48,14.32
1993/5/8,149.5,11.91,14.01
1993/5/9,149.45,13.88,13.88
1993/5/10,149.56,20.93,16.31
1993/5/11,149.57,15.14,15.98
1993/5/12,149.57,14,11.89
1993/5/13,149.62,25.12,25.12
1993/5/14,149.53,35.88,39.67
1993/5/15,149.51,21.18,19.5
1993/5/16,149.6,17.45,16.61
1993/5/17,149.55,14.74,17.27
1993/5/18,149.49,14.28,17.21
1993/5/19,149.47,11.79,10.12
1993/5/20,149.5,11.04,10.2
1993/5/21,149.51,9.88,10.3
1993/5/22,149.5,10.77,10.35
1993/5/23,149.51,9.63,10.47
1993/5/24,149.47,8.4,10.49
1993/5/25,149.41,7.19,9.28
1993/5/26,149.37,6.26,8.34
1993/5/27,149.31,6.27,8.34
1993/5/28,149.26,5.13,7.61
1993/5/29,149.2,5.49,7.54
1993/5/30,149.14,4.7,7.56
1993/5/31,149.08,4.77,7.62
1993/6/1,149,4.39,7.63
1993/6/2,148.93,7.1,7.5
1993/6/3,149.23,37.57,28.62
1993/6/4,149.11,15.27,18.13
1993/6/5,149.08,12.01,14.45
1993/6/6,148.98,9.91,14.36
1993/6/7,148.92,8.18,8.99
1993/6/8,148.89,7.37,8.98
1993/6/9,148.85,6.95,8.95
1993/6/10,148.78,7.35,11.73
1993/6/11,148.67,10.98,16.51
1993/6/12,148.43,7.56,18.46
1993/6/13,148.15,8.27,18.2
1993/6/14,147.97,7.06,11.96
1993/6/15,147.87,12.17,13.3
1993/6/16,147.76,9.02,17.95
1993/6/17,147.48,6.9,17.88
1993/6/18,147.17,7.14,17.57
1993/6/19,147.03,20.17,17.31
1993/6/20,146.99,14.96,19.95
1993/6/21,146.87,10.62,18.37
1993/6/22,146.62,8.7,18.37
1993/6/23,146.35,9.24,18.03
1993/6/24,146.04,7.63,19.51
1993/6/25,145.66,6.98,19.81
1993/6/26,145.26,7.68,19.53
1993/6/27,144.87,7.43,19.57
1993/6/28,144.51,6.05,15.54
1993/6/29,144.2,6.31,15.03
1993/6/30,143.89,6.61,16.57
1993/7/1,143.66,5.61,8.14
1993/7/2,143.58,8.1,7.82
1993/7/3,143.68,46.03,45.47
1993/7/4,143.62,19.83,20.11
1993/7/5,143.66,21.32,19.92
1993/7/6,143.67,15.21,16.61
1993/7/7,143.61,12.57,13.97
1993/7/8,143.57,10.18,10.74
1993/7/9,143.63,19.92,14.58
1993/7/10,143.65,30.04,34.26
1993/7/11,143.64,19.81,17.28
1993/7/12,143.61,20.24,23.61
1993/7/13,143.59,28.47,22
1993/7/14,143.56,73.54,82.8
1993/7/15,143.43,35.4,37.06
1993/7/16,143.46,24.91,21.3
1993/7/17,143.58,25.38,22.86
1993/7/18,143.52,28.38,32.29
1993/7/19,143.5,24.88,24.6
1993/7/20,143.52,20.75,20.75
1993/7/21,143.49,17.33,17.89
1993/7/22,143.47,15.63,17.02
1993/7/23,143.41,13.24,14.35
1993/7/24,143.41,14.48,13.37
1993/7/25,143.41,20.99,21.54
1993/7/26,143.42,17.63,17.91
1993/7/27,143.39,16.67,18.05
1993/7/28,143.3,14.8,17.82
1993/7/29,143.29,13.12,10.65
1993/7/30,143.33,15.77,17.42
1993/7/31,143.32,14.69,12.21
1993/8/1,143.39,11.74,10.91
1993/8/2,143.39,11.17,12.27
1993/8/3,143.32,9.65,12.13
1993/8/4,143.26,8.65,8.38
1993/8/5,143.31,8.68,7.31
1993/8/6,143.33,14.51,14.79
1993/8/7,143.26,14.78,17.25
1993/8/8,143.2,15.61,17.25
1993/8/9,143.25,14.69,10.31
1993/8/10,143.32,24.87,20.44
1993/8/11,143.42,33.83,37.43
1993/8/12,143.31,21.43,22.26
1993/8/13,143.32,17.03,17.86
1993/8/14,143.36,18.85,17.47
1993/8/15,143.28,15.49,17.69
1993/8/16,143.24,15.54,17.73
1993/8/17,143.24,19.72,17.81
1993/8/18,143.3,14.22,12.02
1993/8/19,143.32,13.14,15.89
1993/8/20,143.27,13.65,12.55
1993/8/21,143.25,11.76,13.4
1993/8/22,143.17,10.64,13.37
1993/8/23,143.12,9.12,9.12
1993/8/24,143.11,7.99,9.08
1993/8/25,143.06,7.14,8.22
1993/8/26,143.09,17.27,7.98
1993/8/27,143.55,217.93,214.61
1993/8/28,143.3,69.24,76.41
1993/8/29,143.27,32.64,32.09
1993/8/30,143.3,23.01,19.99
1993/8/31,143.3,17.66,19.86
1993/9/1,143.26,14.86,15.96
1993/9/2,143.21,12.64,15.1
1993/9/3,143.11,12.99,14.89
1993/9/4,143.13,41.68,40.32
1993/9/5,143.19,20.85,18.67
1993/9/6,143.23,16.4,15.03
1993/9/7,143.3,17.58,16.76
1993/9/8,143.37,33.23,30.75
1993/9/9,143.39,44.85,49.25
1993/9/10,143.43,50.45,41.05
1993/9/11,143.45,30.78,38.53
1993/9/12,143.35,23.82,19.96
1993/9/13,143.47,20.26,18.6
1993/9/14,143.49,19.99,19.16
1993/9/15,143.53,16.26,16.26
1993/9/16,143.47,13.61,16.39
1993/9/17,143.45,15.89,14.23
1993/9/18,143.43,13.18,14.29
1993/9/19,143.44,11.03,11.03
1993/9/20,143.43,10.26,11.09
1993/9/21,143.38,9.08,11.01
1993/9/22,143.32,9.34,9.62
1993/9/23,143.4,12.62,9.03
1993/9/24,143.48,9.97,9.14
1993/9/25,143.49,8.85,8.29
1993/9/26,143.49,7.92,9.31
1993/9/27,143.44,8.08,9.19
1993/9/28,143.39,7.09,8.47
1993/9/29,143.35,6.64,7.74
1993/9/30,143.32,7.6,7.88
1993/10/1,143.31,6.34,7.44
1993/10/2,143.25,5.49,7.41
1993/10/3,143.18,5.86,7.22
1993/10/4,143.15,6.37,7.19
1993/10/5,143.09,5.07,7.24
1993/10/6,143.03,5,5.54
1993/10/7,143.03,5.88,5.07
1993/10/8,143.26,11.59,2.01
1993/10/9,143.5,6.79,2.06
1993/10/10,143.66,6.64,1.87
1993/10/11,143.82,5.61,1.93
1993/10/12,143.87,5.92,7.06
1993/10/13,143.81,4.96,5.81
1993/10/14,143.81,5,5.28
1993/10/15,143.79,4.72,5.29
1993/10/16,143.76,4.41,5.26
1993/10/17,143.74,4.35,5.2
1993/10/18,143.71,4.32,5.16
1993/10/19,143.64,3.7,6.78
1993/10/20,143.51,3.69,7.31
1993/10/21,143.4,3.43,5.64
1993/10/22,143.36,3.98,4.53
1993/10/23,143.33,4.02,4.57
1993/10/24,143.3,3.35,5
1993/10/25,143.24,3.61,4.98
1993/10/26,143.2,3.59,4.96
1993/10/27,143.15,3.52,4.88
1993/10/28,143.09,3.27,4.9
1993/10/29,143.05,3.13,2.86
1993/10/30,143.13,4.55,1.83
1993/10/31,143.2,3.1,2.01
1993/11/1,143.29,6.07,1.95
1993/11/2,143.41,4.18,1.97
1993/11/3,143.47,3.57,1.9
1993/11/4,143.53,3.61,1.94
1993/11/5,143.58,3.03,1.91
1993/11/6,143.62,3,1.88
1993/11/7,143.66,3.02,1.9
1993/11/8,143.7,2.98,1.85
1993/11/9,143.72,3.25,3.81
1993/11/10,143.68,3.07,4.19
1993/11/11,143.64,3.07,4.19
1993/11/12,143.61,3.62,4.18
1993/11/13,144.64,132.91,13.47
1993/11/14,147.24,136.56,145.57
1993/11/15,147.04,36.76,42.46
1993/11/16,146.9,23.22,23.93
1993/11/17,146.81,17.72,23.34
1993/11/18,146.54,13.32,24.7
1993/11/19,146.21,11.59,22.34
1993/11/20,146.02,11.14,16.74
1993/11/21,145.84,10.23,16.73
1993/11/22,145.62,9.07,16.43
1993/11/23,145.37,8.23,16.4
1993/11/24,144.91,6.44,19.62
1993/11/25,144.59,6.97,16.54
1993/11/26,144.34,7.19,16.28
1993/11/27,144.03,7.85,16.18
1993/11/28,143.78,9.68,16.19
1993/11/29,143.65,8.57,9.13
1993/11/30,143.65,8.66,8.66
1993/12/1,143.67,9.57,8.73
1993/12/2,143.68,8.81,8.81
1993/12/3,143.68,8.44,8.72
1993/12/4,143.66,8.22,8.78
1993/12/5,143.62,7.36,8.76
1993/12/6,143.56,6.8,8.75
1993/12/7,143.49,5.64,7.59
1993/12/8,143.45,5.32,5.32
1993/12/9,143.46,5.32,5.32
1993/12/10,143.49,8.7,6.2
1993/12/11,143.64,11.14,5.25
1993/12/12,143.84,9.22,5.25
1993/12/13,143.82,8.71,11.83
1993/12/14,143.75,7.89,9.87
1993/12/15,143.67,7.05,9.86
1993/12/16,143.58,5.77,8.01
1993/12/17,143.5,5.46,7.68
1993/12/18,143.41,4.9,7.67
1993/12/19,143.36,5.23,5.51
1993/12/20,143.35,5.41,5.41
1993/12/21,143.36,6.21,5.38
1993/12/22,143.39,6.17,5.34
1993/12/23,143.4,4.2,4.48
1993/12/24,143.4,4.48,4.48
1993/12/25,143.4,4.84,4.56
1993/12/26,143.42,5.13,4.58
1993/12/27,143.46,6.21,4.55
1993/12/28,143.52,5.43,4.6
1993/12/29,143.53,4.98,4.7
1993/12/30,143.53,4.93,4.65
1993/12/31,143.55,4.9,4.34
1994/1/1,143.57,4.76,4.2
1994/1/2,143.58,4.4,4.4
1994/1/3,143.6,5.01,4.45
1994/1/4,143.6,4.38,4.38
1994/1/5,143.6,4.26,4.26
1994/1/6,143.6,4.56,4.28
1994/1/7,143.61,3.99,4.27
1994/1/8,143.59,3.78,4.34
1994/1/9,143.57,3.77,4.33
1994/1/10,143.55,3.79,4.35
1994/1/11,143.53,3.81,4.37
1994/1/12,143.51,3.91,4.47
1994/1/13,143.49,3.6,4.43
1994/1/14,143.45,3.24,4.35
1994/1/15,143.42,3.3,4.41
1994/1/16,143.37,3.32,4.42
1994/1/17,143.33,3.67,4.5
1994/1/18,143.32,4.18,4.46
1994/1/19,143.28,3.1,4.47
1994/1/20,143.24,3.1,4.47
1994/1/21,143.19,3.04,4.4
1994/1/22,143.14,3.25,4.1
1994/1/23,143.12,3.94,4.48
1994/1/24,143.09,3.62,4.43
1994/1/25,143.06,3.44,4.52
1994/1/26,143.03,3.6,4.41
1994/1/27,143,3.16,3.7
1994/1/28,142.97,3.62,4.16
1994/1/29,142.95,3.37,4.18
1994/1/30,142.92,3.19,4.26
1994/1/31,142.88,3.59,4.39
1994/2/1,142.84,2.65,4.25
1994/2/2,142.79,3.31,4.37
1994/2/3,142.76,3.63,4.43
1994/2/4,142.71,3.09,4.41
1994/2/5,142.66,3.08,4.4
1994/2/6,142.62,3.57,4.36
1994/2/7,142.59,3.4,4.45
1994/2/8,142.56,3.87,4.39
1994/2/9,142.57,5.37,4.33
1994/2/10,142.61,4.99,4.2
1994/2/11,142.61,3.95,4.21
1994/2/12,142.61,4.13,4.13
1994/2/13,142.6,3.77,4.3
1994/2/14,142.58,3.61,4.4
1994/2/15,142.55,3.86,4.38
1994/2/16,142.52,3.55,4.33
1994/2/17,142.5,3.5,4.28
1994/2/18,142.46,3.58,4.36
1994/2/19,142.44,3.82,4.34
1994/2/20,142.42,4.08,4.34
1994/2/21,142.66,19.54,4.19
1994/2/22,143.15,11.6,4.25
1994/2/23,143.32,5.9,4.25
1994/2/24,143.33,4.35,4.35
1994/2/25,143.49,10.52,4.42
1994/2/26,143.57,5.73,4.33
1994/2/27,143.61,5.06,4.22
1994/2/28,143.65,4.89,4.05
1994/3/1,143.68,5.11,3.99
1994/3/2,143.7,4.35,4.07
1994/3/3,143.71,4.41,4.13
1994/3/4,143.73,4.42,4.14
1994/3/5,143.74,4.36,4.08
1994/3/6,143.74,4.1,4.1
1994/3/7,143.74,4.13,4.13
1994/3/8,143.83,8.94,4.12
1994/3/9,144.05,11.79,4.32
1994/3/10,144.25,8.79,4.42
1994/3/11,144.37,6.98,4.34
1994/3/12,144.45,6.37,4.3
1994/3/13,144.52,6.08,4.3
1994/3/14,144.59,5.06,2.08
1994/3/15,144.7,4.91,1.91
1994/3/16,144.8,5.15,1.83
1994/3/17,144.9,4.49,1.76
1994/3/18,144.91,4.5,6.93
1994/3/19,144.8,4.26,7.28
1994/3/20,144.7,3.88,7.18
1994/3/21,144.6,4.12,7.1
1994/3/22,144.49,4.28,7.24
1994/3/23,144.49,10.83,5.78
1994/3/24,144.83,16.11,5.55
1994/3/25,145.05,9.97,5.37
1994/3/26,145.17,8.18,5.39
1994/3/27,145.23,6.66,5.42
1994/3/28,145.28,7.27,5.4
1994/3/29,145.32,6,5.37
1994/3/30,145.33,5.38,5.38
1994/3/31,145.33,5.46,5.46
1994/4/1,145.38,7.36,2.63
1994/4/2,145.64,12.05,1.8
1994/4/3,145.92,9.03,1.84
1994/4/4,146.12,8.63,1.99
1994/4/5,146.35,11.08,1.95
1994/4/6,146.66,13.02,1.94
1994/4/7,147,15.46,1.96
1994/4/8,147.35,11.97,1.81
1994/4/9,147.57,8.43,1.81
1994/4/10,147.73,7.11,1.91
1994/4/11,147.83,7,4.76
1994/4/12,147.88,8.91,6.66
1994/4/13,147.95,10.07,7.44
1994/4/14,147.99,8.09,7.34
1994/4/15,148.03,7.81,5.92
1994/4/16,148.09,9.02,5.6
1994/4/17,148.18,8.46,5.4
1994/4/18,148.25,7.29,5.37
1994/4/19,148.3,7.64,5.33
1994/4/20,148.41,7.51,2.07
1994/4/21,148.54,7.13,2.03
1994/4/22,148.66,6.7,1.95
1994/4/23,148.78,6.57,1.78
1994/4/24,148.91,7.16,1.93
1994/4/25,149.03,6.91,2.04
1994/4/26,149.15,6.11,2.02
1994/4/27,149.21,5.53,4.3
1994/4/28,149.23,5.71,5.3
1994/4/29,149.22,4.89,5.71
1994/4/30,149.2,4.95,5.77
1994/5/1,149.18,4.67,5.49
1994/5/2,149.15,3.93,5.57
1994/5/3,149.11,4.33,5.56
1994/5/4,149.08,4.35,5.57
1994/5/5,149.08,6.25,5.84
1994/5/6,149.05,4,6.03
1994/5/7,149,3.99,6.02
1994/5/8,148.94,3.28,6.1
1994/5/9,148.88,3.5,5.91
1994/5/10,148.82,3.02,5.82
1994/5/11,148.75,3.36,5.75
1994/5/12,148.68,3.02,5.79
1994/5/13,148.6,2.81,5.96
1994/5/14,148.52,2.73,5.87
1994/5/15,148.48,6.03,5.64
1994/5/16,148.49,4.67,5.84
1994/5/17,148.45,3.86,5.81
1994/5/18,148.38,3.05,5.77
1994/5/19,148.32,2.98,5.68
1994/5/20,148.24,2.66,5.73
1994/5/21,148.16,2.66,5.72
1994/5/22,148.08,2.67,5.71
1994/5/23,148,2.44,5.84
1994/5/24,147.89,2.44,6.57
1994/5/25,147.78,2.19,6.66
1994/5/26,147.67,4.79,6.64
1994/5/27,147.74,10.19,6.48
1994/5/28,147.74,4.05,6.65
1994/5/29,147.66,3.63,6.59
1994/5/30,147.57,2.88,6.56
1994/5/31,147.47,2.65,6.67
1994/6/1,147.35,2.3,6.66
1994/6/2,147.22,2.05,7.1
1994/6/3,147.07,1.8,7.16
1994/6/4,146.93,2.24,7.19
1994/6/5,146.78,1.94,7.19
1994/6/6,146.64,2.22,7.06
1994/6/7,146.5,2.3,7.09
1994/6/8,146.36,2.82,7.22
1994/6/9,146.22,2.09,7.11
1994/6/10,146.07,2.28,7.24
1994/6/11,145.91,1.99,7.22
1994/6/12,145.75,1.93,7.1
1994/6/13,145.66,7.09,7.08
1994/6/14,145.69,4.66,4.98
1994/6/15,145.61,2.77,6.61
1994/6/16,145.47,1.83,6.58
1994/6/17,145.32,2.09,6.79
1994/6/18,145.18,2.6,6.63
1994/6/19,145.12,7.44,6.2
1994/6/20,145.2,6.28,4.42
1994/6/21,145.24,5.26,4.33
1994/6/22,145.21,4.05,7.15
1994/6/23,145.07,2.71,7.63
1994/6/24,144.93,5.58,7.41
1994/6/25,144.96,8.37,7.46
1994/6/26,144.93,6.04,7.53
1994/6/27,144.83,6.87,12.31
1994/6/28,144.57,5.62,14.84
1994/6/29,144.25,4.98,14.6
1994/6/30,143.91,4.74,14.72
1994/7/1,143.59,7.97,14.41
1994/7/2,143.49,8.33,10
1994/7/3,143.4,5.27,8.31
1994/7/4,143.33,4.14,4.69
1994/7/5,143.32,4.08,4.36
1994/7/6,143.31,4.12,4.12
1994/7/7,143.31,3.97,3.97
1994/7/8,143.37,6.51,4.03
1994/7/9,143.41,4.43,4.15
1994/7/10,143.42,4.48,3.93
1994/7/11,143.42,3.47,4.3
1994/7/12,143.38,3.02,4.4
1994/7/13,143.32,2.67,4.32
1994/7/14,143.26,2.41,4.33
1994/7/15,143.18,2.2,4.38
1994/7/16,143.1,1.94,4.38
1994/7/17,143.07,5.19,4.11
1994/7/18,143.05,3.51,6.21
1994/7/19,142.92,2.52,6.28
1994/7/20,142.77,2.03,6.28
1994/7/21,142.62,2.04,5.99
1994/7/22,142.46,1.86,6.03
1994/7/23,142.3,1.55,5.93
1994/7/24,142.13,1.75,5.83
1994/7/25,141.96,1.69,5.98
1994/7/26,141.78,1.29,6.03
1994/7/27,141.59,1.39,6.07
1994/7/28,141.4,1.23,5.62
1994/7/29,141.23,1.97,5.59
1994/7/30,141.12,2.73,5.36
1994/7/31,140.98,2.01,5.57
1994/8/1,140.82,1.58,5.57
1994/8/2,140.64,1.17,5.58
1994/8/3,140.45,1.01,5.59
1994/8/4,140.25,0.96,5.48
1994/8/5,140.11,4.32,5.44
1994/8/6,140.04,2.47,5.37
1994/8/7,139.87,1.31,5.49
1994/8/8,139.67,1,5.55
1994/8/9,139.48,1.17,4.8
1994/8/10,139.31,1.26,4.84
1994/8/11,139.14,1.01,4.74
1994/8/12,138.96,1.88,4.95
1994/8/13,138.84,1.85,4.07
1994/8/14,138.73,1.65,3.85
1994/8/15,138.61,1.63,4.4
1994/8/16,138.47,1.76,4.3
1994/8/17,138.33,1.49,4.38
1994/8/18,138.2,1.4,3.87
1994/8/19,138.16,10.08,4.13
1994/8/20,138.95,24.38,3.15
1994/8/21,140.96,68.09,2.91
1994/8/22,142.83,32.2,3.19
1994/8/23,143.53,23.74,17.64
1994/8/24,143.57,16.54,16.82
1994/8/25,143.55,12.18,12.18
1994/8/26,143.56,9.58,8.18
1994/8/27,143.63,7.82,6.7
1994/8/28,143.67,9.36,8.24
1994/8/29,143.67,7.66,10.74
1994/8/30,143.57,8.95,10.34
1994/8/31,143.51,6.38,7.21
1994/9/1,143.51,6.08,5.25
1994/9/2,143.53,5.64,5.36
1994/9/3,143.53,5.04,5.32
1994/9/4,143.51,4.74,5.3
1994/9/5,143.48,4.29,5.4
1994/9/6,143.43,4.02,5.41
1994/9/7,143.42,7.65,5.43
1994/9/8,143.52,11.15,10.04
1994/9/9,143.52,7.22,8.06
1994/9/10,143.48,5.7,7.37
1994/9/11,143.4,5.25,7.46
1994/9/12,143.38,5.97,3.48
1994/9/13,143.5,20.67,18.45
1994/9/14,143.53,18.1,16.98
1994/9/15,143.57,44.36,48.25
1994/9/16,143.44,33.42,33.14
1994/9/17,143.44,38.39,39.77
1994/9/18,143.4,26.17,25.89
1994/9/19,143.43,18.78,15.73
1994/9/20,143.58,15.18,12.39
1994/9/21,143.58,11.52,11.52
1994/9/22,143.6,88.87,91.1
1994/9/23,143.55,54.56,53.72
1994/9/24,143.55,39.42,38.58
1994/9/25,143.55,41.55,43.5
1994/9/26,143.54,25.55,25.27
1994/9/27,143.51,22.24,24.74
1994/9/28,143.46,24.33,22.66
1994/9/29,143.72,196.68,156.61
1994/9/30,144.32,193.44,229.32
1994/10/1,143.6,54.26,59.01
1994/10/2,143.64,31.99,25.28
1994/10/3,143.68,22.35,26.84
1994/10/4,143.51,19.4,21.07
1994/10/5,143.52,16.33,14.1
1994/10/6,143.57,13.94,13.94
1994/10/7,143.59,12.78,12.5
1994/10/8,143.58,11.56,12.4
1994/10/9,143.53,10.31,12.26
1994/10/10,143.45,9.78,12.27
1994/10/11,143.39,9.42,8.87
1994/10/12,143.5,12.15,7.98
1994/10/13,143.6,9.24,8.12
1994/10/14,143.62,8.41,8.13
1994/10/15,143.62,8.13,8.13
1994/10/16,143.61,7.64,7.92
1994/10/17,143.6,7.17,8.01
1994/10/18,143.56,6.93,8.05
1994/10/19,143.51,6.33,8
1994/10/20,143.44,6.02,7.96
1994/10/21,143.43,10.37,7.87
1994/10/22,143.54,9.33,7.94
1994/10/23,143.54,7.2,8.04
1994/10/24,143.54,5.97,4.85
1994/10/25,143.59,6.03,4.63
1994/10/26,143.62,5.9,5.62
1994/10/27,143.62,5.91,6.19
1994/10/28,143.6,5.32,6.16
1994/10/29,143.58,5.56,6.12
1994/10/30,143.55,5.33,6.17
1994/10/31,143.51,5.02,6.13
1994/11/1,143.49,4.59,4.59
1994/11/2,143.47,4.47,5.58
1994/11/3,143.43,4.29,5.4
1994/11/4,143.43,4.47,3.36
1994/11/5,143.47,4.71,3.32
1994/11/6,143.52,4.71,3.32
1994/11/7,143.51,4.62,7.4
1994/11/8,143.37,4.09,8.5
1994/11/9,143.3,3.01,2.19
1994/11/10,143.35,3.2,1.82
1994/11/11,143.4,3.2,1.82
1994/11/12,143.45,3.14,1.75
1994/11/13,143.49,2.86,1.75
1994/11/14,143.53,2.74,1.9
1994/11/15,143.53,3.38,4.22
1994/11/16,143.45,2.85,5.07
1994/11/17,143.41,2.99,4.1
1994/11/18,143.37,2.59,3.97
1994/11/19,143.32,3.18,4.28
1994/11/20,143.29,2.73,3.28
1994/11/21,143.24,2.66,4.3
1994/11/22,143.18,2.54,4.18
1994/11/23,143.13,2.56,4.19
1994/11/24,143.06,2.28,4.18
1994/11/25,143,2.47,4.09
1994/11/26,142.94,2.43,4.04
1994/11/27,142.88,2.42,4.03
1994/11/28,142.81,2.03,4.16
1994/11/29,142.75,2.03,2.3
1994/11/30,142.77,2.17,1.9
1994/12/1,142.78,2.36,1.83
1994/12/2,142.78,2.35,3.41
1994/12/3,142.72,2.4,3.99
1994/12/4,142.65,2.21,4.06
1994/12/5,142.6,3.05,4.1
1994/12/6,142.55,2.51,4.08
1994/12/7,142.51,4.06,4.06
1994/12/8,142.57,4.52,1.9
1994/12/9,142.65,5.82,3.44
1994/12/10,142.72,4.41,4.14
1994/12/11,142.72,3.76,4.29
1994/12/12,142.69,3.24,4.3
1994/12/13,142.66,4.12,4.38
1994/12/14,142.64,3.87,4.4
1994/12/15,142.61,3.43,4.48
1994/12/16,142.57,3.12,4.17
1994/12/17,142.52,2.97,4.28
1994/12/18,142.47,2.68,4.25
1994/12/19,142.41,2.71,4.27
1994/12/20,142.35,2.69,4.24
1994/12/21,142.29,2.7,4.25
1994/12/22,142.23,2.68,4.22
1994/12/23,142.17,2.94,4.22
1994/12/24,142.13,3.98,4.24
1994/12/25,142.17,5.48,4.2
1994/12/26,142.2,5.07,4.3
1994/12/27,142.25,6.06,4.26
1994/12/28,142.31,5.28,4.25
1994/12/29,142.34,4.54,4.28
1994/12/30,142.34,4.26,4.26
1994/12/31,142.34,4.25,3.99
1995/1/1,142.34,3.49,3.75
1995/1/2,142.33,3.46,3.72
1995/1/3,142.32,3.39,3.91
1995/1/4,142.31,3.67,3.93
1995/1/5,142.31,4.48,4.22
1995/1/6,142.3,4,4.26
