釜房,（※空欄はデータがなし）
年月日,貯水位（m）,流入量（m3/S）,放流量（m3/S）
2010/7/3,143.97,12.31,11.74
2010/7/4,144.01,12.34,10.34
2010/7/5,144.08,10.68,8.94
2010/7/6,144.14,9.37,7.92
2010/7/7,144.21,10.55,7.93
2010/7/8,144.27,8.58,8
2010/7/9,144.26,7.95,7.95
2010/7/10,144.32,9.7,7.95
2010/7/11,144.33,7.93,7.93
2010/7/12,144.33,7.64,7.93
2010/7/13,144.29,6.43,7.89
2010/7/14,144.27,7.87,7.87
2010/7/15,144.3,12.39,9.17
2010/7/16,144.35,14.17,15.93
2010/7/17,144.32,11.81,11.52
2010/7/18,144.3,11.18,13.81
2010/7/19,144.19,8.78,10.81
2010/7/20,144.16,7.2,8.07
2010/7/21,144.11,6.12,6.99
2010/7/22,144.11,5.15,5.44
2010/7/23,144.08,4.46,5.91
2010/7/24,144.02,4.17,5.88
2010/7/25,143.96,4.05,5.76
2010/7/26,143.91,3.91,4.77
2010/7/27,143.88,3.47,4.62
2010/7/28,143.82,2.97,5.52
2010/7/29,143.72,3.87,6.4
2010/7/30,143.65,4.7,6.39
2010/7/31,143.57,3.55,6.34
2010/8/1,143.46,3.25,6.31
2010/8/2,143.34,2.7,6.28
2010/8/3,143.22,3.27,6.28
2010/8/4,143.11,3.97,6.41
2010/8/5,143.01,2.9,6.41
2010/8/6,142.89,2.93,6.41
2010/8/7,142.74,2.87,6.32
2010/8/8,142.63,3.06,6.22
2010/8/9,142.49,2.27,6.19
2010/8/10,142.35,2.3,6.18
2010/8/11,142.22,6.34,6.09
2010/8/12,142.31,6.47,5.95
2010/8/13,142.27,4.04,5.85
2010/8/14,142.18,3.64,5.69
2010/8/15,142.19,8.45,5.63
2010/8/16,142.25,4.84,5.87
2010/8/17,142.17,3.4,5.96
2010/8/18,142.05,2.73,6.03
2010/8/19,141.92,2.67,5.93
2010/8/20,141.8,2.82,5.82
2010/8/21,141.67,2.59,5.81
2010/8/22,141.53,2.18,5.87
2010/8/23,141.37,2.04,6.17
2010/8/24,141.18,1.43,6.48
2010/8/25,140.97,1.67,6.42
2010/8/26,140.8,4.69,6.33
2010/8/27,140.76,3.76,6.33
2010/8/28,140.62,3.01,6.26
2010/8/29,140.49,2.91,6.35
2010/8/30,140.31,2.08,6.4
2010/8/31,140.13,2.14,5.73
2010/9/1,140,2.22,4.66
2010/9/2,139.91,2.35,4.12
2010/9/3,139.83,2.3,4.05
2010/9/4,139.74,1.86,4.05
2010/9/5,139.64,1.83,3.98
2010/9/6,139.54,2.31,4.03
2010/9/7,139.47,2.52,4
2010/9/8,139.42,2.92,3.98
2010/9/9,139.37,3.31,3.31
2010/9/10,139.4,3.43,2.79
2010/9/11,139.43,3.18,2.75
2010/9/12,139.87,19.33,2.69
2010/9/13,141.13,34.53,2.72
2010/9/14,141.81,15.28,2.79
2010/9/15,142.22,10.97,4.07
2010/9/16,142.43,13.95,6.91
2010/9/17,142.76,16.5,9.88
2010/9/18,142.88,10.45,9.12
2010/9/19,142.88,8.18,8.98
2010/9/20,142.83,7.05,8.91
2010/9/21,142.76,6.24,7.57
2010/9/22,142.72,7.9,8.7
2010/9/23,143.04,41.89,30.07
2010/9/24,143,21.47,27.95
2010/9/25,142.89,15.15,17.03
2010/9/26,142.73,10.98,17.08
2010/9/27,142.55,9.86,11.17
2010/9/28,142.8,35.5,25.14
2010/9/29,142.88,22.83,22.56
2010/9/30,142.98,16.4,16.4
2010/10/1,142.92,12.64,13.18
2010/10/2,142.95,10.25,10.25
2010/10/3,142.92,9.07,10.13
2010/10/4,142.9,8.44,7.91
2010/10/5,142.95,8.06,6.72
2010/10/6,142.99,9.2,6.77
2010/10/7,143.1,8.67,6.77
2010/10/8,143.14,7.05,6.78
2010/10/9,143.15,8.31,6.67
2010/10/10,143.56,21.38,6.68
2010/10/11,143.82,11.02,6.76
2010/10/12,143.93,9.39,6.83
2010/10/13,144,8.67,7.23
2010/10/14,144.01,7.78,8.35
2010/10/15,143.99,7.95,8.24
2010/10/16,143.97,7.11,8.26
2010/10/17,143.92,6.51,8.22
2010/10/18,143.86,5.95,7.08
2010/10/19,143.85,5.56,5.56
2010/10/20,143.86,5.23,4.95
2010/10/21,143.87,5.22,4.93
2010/10/22,143.88,5.24,4.95
2010/10/23,143.88,5,5
2010/10/24,143.87,4.63,4.92
2010/10/25,143.89,5.49,4.92
2010/10/26,143.89,4.92,4.92
2010/10/27,143.89,4.66,4.94
2010/10/28,143.88,6.3,6.88
2010/10/29,143.8,7.26,11.5
2010/10/30,143.56,5.95,13.77
2010/10/31,143.41,15.57,13.63
2010/11/1,144.08,62.59,46.76
2010/11/2,143.49,36.12,59.13
2010/11/3,143.11,26.43,34.83
2010/11/4,142.76,18.94,24.54
2010/11/5,142.69,15.46,16.78
2010/11/6,142.63,13.17,15.8
2010/11/7,142.49,11.3,15.74
2010/11/8,142.28,9.46,15.64
2010/11/9,142.02,8.86,15.43
2010/11/10,141.81,9.92,13.92
2010/11/11,141.67,8.54,12.5
2010/11/12,141.48,7.42,12.56
2010/11/13,141.25,6.91,12.47
2010/11/14,141.01,6.2,12.38
2010/11/15,140.74,5.69,12.23
2010/11/16,140.45,5.25,12.13
2010/11/17,140.14,4.96,10.81
2010/11/18,140,5.06,6.17
2010/11/19,139.99,4.88,5.1
2010/11/20,139.96,4.39,5.05
2010/11/21,139.93,4.1,4.99
2010/11/22,139.9,4.46,4.24
2010/11/23,139.95,5.03,3.7
2010/11/24,139.99,4.43,3.76
2010/11/25,140.01,3.84,3.84
2010/11/26,140.03,4.26,2.93
2010/11/27,140.12,4.33,2.08
2010/11/28,140.23,4.49,2.01
2010/11/29,140.33,4.6,2.1
2010/11/30,140.46,5.11,2.12
2010/12/1,140.57,4.48,2.18
2010/12/2,140.67,4.49,2.16
2010/12/3,141.27,31.41,2.07
2010/12/4,142.26,16.67,2.06
2010/12/5,142.69,11.37,2.12
2010/12/6,142.98,9.37,4.27
2010/12/7,143.04,7.52,7.79
2010/12/8,143.01,6.92,8.81
2010/12/9,142.89,6.78,10.53
2010/12/10,142.74,6.26,10.51
2010/12/11,142.57,5.71,10.43
2010/12/12,142.38,5.4,10.32
2010/12/13,142.19,6.97,10.32
2010/12/14,142.24,14.53,14.26
2010/12/15,142.05,10.98,16.81
2010/12/16,141.84,8.73,11.5
2010/12/17,141.84,7.92,7.67
2010/12/18,141.84,7.42,7.42
2010/12/19,141.82,6.37,7.38
2010/12/20,141.78,6.16,7.4
2010/12/21,141.73,6.05,7.3
2010/12/22,142.07,78.67,60.39
2010/12/23,142.57,55.43,47.56
2010/12/24,142.79,31.18,30.65
2010/12/25,142.56,20.55,30.5
2010/12/26,142.07,15.1,30.08
2010/12/27,141.62,13.42,15.17
2010/12/28,141.79,12.88,10.14
2010/12/29,141.8,12.1,12.85
2010/12/30,141.73,10.25,12.74
2010/12/31,141.64,10.65,12.63
2011/1/1,141.53,9.34,12.52
2011/1/2,141.38,8.3,12.44
2011/1/3,141.19,7.53,12.58
2011/1/4,140.97,6.88,12.57
2011/1/5,140.73,6.82,12.42
2011/1/6,140.48,6.66,12.4
2011/1/7,140.26,6.16,9.55
2011/1/8,140.19,6.01,7.14
2011/1/9,140.14,6.12,7.01
2011/1/10,140.09,5.69,7.03
2011/1/11,140.03,5.3,5.97
2011/1/12,140.05,5.35,4.46
2011/1/13,140.09,5.15,4.48
2011/1/14,140.11,4.76,4.53
2011/1/15,140.12,4.69,4.47
2011/1/16,140.13,4.66,4.44
2011/1/17,140.13,4.66,4.43
2011/1/18,140.14,4.42,4.42
2011/1/19,140.13,4.25,4.48
2011/1/20,140.12,4.04,4.48
2011/1/21,140.1,4.02,4.47
2011/1/22,140.08,3.75,4.42
2011/1/23,140.05,3.77,4.44
2011/1/24,140.01,3.77,4.43
2011/1/25,139.98,3.65,4.1
2011/1/26,139.97,3.7,3.92
2011/1/27,139.96,3.73,3.95
2011/1/28,139.95,3.47,3.91
2011/1/29,139.93,3.68,3.91
2011/1/30,139.92,3.44,3.88
2011/1/31,139.9,3.47,3.91
2011/2/1,139.88,3.45,3.89
2011/2/2,139.86,3.24,3.9
2011/2/3,139.83,3.31,3.97
2011/2/4,139.8,3.56,3.99
2011/2/5,139.78,3.47,3.91
2011/2/6,139.77,3.61,3.83
2011/2/7,139.77,4.33,3.56
2011/2/8,139.83,4.84,3.3
2011/2/9,139.9,4.85,3.3
2011/2/10,139.98,4.85,3.3
2011/2/11,140.04,4.56,3.23
2011/2/12,140.12,4.98,3.19
2011/2/13,140.19,4.75,3.18
2011/2/14,140.24,4.2,3.97
2011/2/15,140.22,3.86,4.31
2011/2/16,140.18,3.09,4.22
2011/2/17,140.13,2.92,4.7
2011/2/18,140.1,10.03,8.69
2011/2/19,140.09,7.28,8.62
2011/2/20,140.05,5.06,6.62
2011/2/21,139.97,4.87,5.98
2011/2/22,139.98,5.34,4.68
2011/2/23,140.01,5.58,4.69
2011/2/24,140.04,5.91,5.91
2011/2/25,140.08,11.75,9.28
2011/2/26,140.04,10.2,14.22
2011/2/27,139.89,7.62,10.71
2011/2/28,139.75,7.6,9.78
2011/3/1,139.71,6.92,7.58
2011/3/2,139.67,6.09,6.74
2011/3/3,139.66,5.26,5.47
2011/3/4,139.65,5.11,4.9
2011/3/5,139.66,4.51,4.51
2011/3/6,139.66,4.49,4.49
2011/3/7,139.68,4.98,4.54
2011/3/8,139.68,4.51,4.51
2011/3/9,139.67,4.34,4.56
2011/3/10,139.66,4.33,4.33
2011/3/11,139.69,4.68,3.16
2011/3/12,139.83,5.83,1.88
2011/3/13,140.02,5.99,1.53
2011/3/14,140.25,7.7,1.37
2011/3/15,140.61,10.83,1.57
2011/3/16,140.94,8.96,4.48
2011/3/17,140.96,6.47,7.65
2011/3/18,140.9,5.99,7.65
2011/3/19,140.83,6.48,7.66
2011/3/20,140.84,8.6,7.42
2011/3/21,140.92,9.5,7.37
2011/3/22,140.99,8.74,7.56
2011/3/23,141.04,8.32,7.37
2011/3/24,141.05,7.34,7.34
2011/3/25,141.03,6.86,7.33
2011/3/26,141.02,7.21,7.21
2011/3/27,141.01,6.08,7.26
2011/3/28,140.95,5.56,7.23
2011/3/29,140.88,5.5,7.14
2011/3/30,140.81,5.97,7.14
2011/3/31,140.78,6.57,7.04
2011/4/1,140.74,6.1,7.27
2011/4/2,140.71,7.04,7.27
2011/4/3,140.72,7.18,7.18
2011/4/4,140.68,5.82,7.22
2011/4/5,140.62,5.57,7.19
2011/4/6,140.56,6.34,7.25
2011/4/7,140.55,7.61,7.16
2011/4/8,140.61,11.04,7.56
2011/4/9,140.88,15.32,7.31
2011/4/10,141.19,13.63,7.38
2011/4/11,141.4,11.57,7.43
2011/4/12,141.54,9.53,7.08
2011/4/13,141.61,8.29,6.81
2011/4/14,141.69,9.32,6.84
2011/4/15,141.81,10.94,6.94
2011/4/16,142.01,12.88,6.82
2011/4/17,142.24,11.06,6.7
2011/4/18,142.36,8.9,6.83
2011/4/19,142.46,11.02,6.85
2011/4/20,142.6,9.05,6.94
2011/4/21,142.64,7.28,7.01
2011/4/22,142.64,6.92,6.92
2011/4/23,142.67,9.68,6.77
2011/4/24,142.95,16,6.6
2011/4/25,143.2,11.58,6.67
2011/4/26,143.34,9.65,6.62
2011/4/27,143.46,10.88,6.72
2011/4/28,143.71,16.39,6.53
2011/4/29,144,11.3,6.15
2011/4/30,144.11,8.75,6.72
2011/5/1,144.2,10.62,6.85
2011/5/2,144.37,10.6,6.2
2011/5/3,144.45,7.32,6.44
2011/5/4,144.45,6.38,6.38
2011/5/5,144.44,5.72,6.31
2011/5/6,144.41,5.09,6.27
2011/5/7,144.38,5.81,6.1
2011/5/8,144.39,7.22,6.04
2011/5/9,144.43,6.41,6.12
2011/5/10,144.47,9.47,6.22
2011/5/11,144.59,7.29,4.91
2011/5/12,144.65,8.15,5.15
2011/5/13,145.01,18.49,5.09
2011/5/14,145.25,9.67,5.01
2011/5/15,145.34,7.12,4.93
2011/5/16,145.4,6.2,4.94
2011/5/17,145.44,5.86,4.91
2011/5/18,145.45,5.31,5
2011/5/19,145.45,4.81,5.12
2011/5/20,145.45,4.94,4.94
2011/5/21,145.45,5.23,4.92
2011/5/22,145.48,6.21,4.94
2011/5/23,145.5,4.74,5.06
2011/5/24,145.47,4.05,5
2011/5/25,145.44,3.76,5.02
2011/5/26,145.4,3.75,5.01
2011/5/27,145.36,3.42,4.98
2011/5/28,145.32,3.86,4.8
2011/5/29,145.32,7.25,4.75
2011/5/30,146.15,72.45,29.19
2011/5/31,146.73,29.74,25.56
2011/6/1,146.85,18.3,16.54
2011/6/2,146.84,15.76,16.11
2011/6/3,146.88,14.55,12.79
2011/6/4,146.91,10.76,10.41
2011/6/5,146.89,9.26,10.23
2011/6/6,146.86,7.9,8.95
2011/6/7,146.84,8.4,9.11
2011/6/8,146.81,7.58,8.98
2011/6/9,146.76,5.47,7.91
2011/6/10,146.68,5.32,8.1
2011/6/11,146.61,6.27,7.99
2011/6/12,146.55,4.91,8
2011/6/13,146.45,4.62,8.03
2011/6/14,146.36,5.21,7.92
2011/6/15,146.26,3.81,7.84
2011/6/16,146.14,3.72,7.7
2011/6/17,146.03,4.26,7.56
2011/6/18,145.93,4.27,7.53
2011/6/19,145.81,3.36,7.58
2011/6/20,145.68,3.44,7.62
2011/6/21,145.56,3.58,6.76
2011/6/22,145.45,3.52,7.95
2011/6/23,145.44,17.01,11.3
2011/6/24,145.51,11.87,15.68
2011/6/25,145.39,8.76,12.22
2011/6/26,145.28,12,12.63
2011/6/27,145.54,36.15,31.44
2011/6/28,145.15,21.56,35.85
2011/6/29,144.94,14.27,18.84
2011/6/30,144.79,11.38,14.39
2011/7/1,144.72,16.14,18.55
2011/7/2,144.64,11.6,13.7
2011/7/3,144.54,9.92,13.77
2011/7/4,144.43,10.57,11.16
2011/7/5,144.43,9.97,11.44
2011/7/6,144.38,7.63,8.81
2011/7/7,144.35,7.03,7.91
2011/7/8,144.31,6.49,7.66
2011/7/9,144.25,5.58,7.62
2011/7/10,144.18,5.34,7.65
2011/7/11,144.09,4.59,7.19
2011/7/12,144.02,6.71,6.99
2011/7/13,144.03,6.19,7.06
2011/7/14,143.97,4.78,7.06
2011/7/15,143.87,3.9,7.04
2011/7/16,143.76,3.61,7
2011/7/17,143.64,3.46,6.82
2011/7/18,143.51,2.92,6.82
2011/7/19,143.37,3.32,6.91
2011/7/20,143.29,9,7.07
2011/7/21,143.55,13.89,7.22
2011/7/22,143.62,6.66,7.22
2011/7/23,143.56,5.26,7.22
2011/7/24,143.48,4.42,7.2
2011/7/25,143.39,5.25,7.18
2011/7/26,143.32,4.7,7.18
2011/7/27,143.25,8.24,7.14
2011/7/28,143.56,22.74,7.08
2011/7/29,144.21,24.1,9.66
2011/7/30,144.41,19.71,14.99
2011/7/31,144.61,24.41,22.63
2011/8/1,144.54,22,25.85
2011/8/2,144.33,17.24,22.53
2011/8/3,144.26,15.1,16.85
2011/8/4,144.17,12.66,14.4
2011/8/5,144.15,10.98,12.14
2011/8/6,144.09,10.29,12.03
2011/8/7,144.02,9.78,12.07
2011/8/8,143.94,8.71,9.57
2011/8/9,143.96,8.08,8.08
2011/8/10,143.93,6.42,7.84
2011/8/11,143.87,5.44,6.86
2011/8/12,143.83,4.96,6.09
2011/8/13,143.78,4.25,5.95
2011/8/14,143.73,4.45,5.86
2011/8/15,143.69,5.68,5.96
2011/8/16,143.67,4.6,6
2011/8/17,143.61,4.09,6.05
2011/8/18,143.54,4.38,6.06
2011/8/19,143.49,4.94,6.05
2011/8/20,143.44,4.18,5.85
2011/8/21,143.41,6.43,5.87
2011/8/22,143.5,10.43,5.97
2011/8/23,143.68,9.88,5.96
2011/8/24,143.76,7.15,6.02
2011/8/25,143.77,6.04,6.04
2011/8/26,143.77,5.95,5.95
2011/8/27,143.76,5.33,5.9
2011/8/28,143.73,4.85,5.97
2011/8/29,143.68,4.43,6.12
2011/8/30,143.62,4.14,6.1
2011/8/31,143.55,4.35,6.03
2011/9/1,143.49,4.35,6.02
2011/9/2,143.5,10.91,7.01
2011/9/3,143.65,12.34,9.25
2011/9/4,143.77,12.35,9.25
2011/9/5,143.85,10.41,9.28
2011/9/6,143.85,8.56,9.13
2011/9/7,143.82,6.73,8.14
2011/9/8,143.76,5.57,7.27
2011/9/9,143.69,4.8,6.77
2011/9/10,143.64,4.82,5.94
2011/9/11,143.61,4.86,5.97
2011/9/12,143.56,4.92,6.04
2011/9/13,143.51,4.08,6.02
2011/9/14,143.44,4.01,5.94
2011/9/15,143.36,3.79,6
2011/9/16,143.28,3.7,5.9
2011/9/17,143.2,3.5,5.95
2011/9/18,143.11,3.49,5.93
2011/9/19,143.02,4.24,5.86
2011/9/20,143.1,32.81,26.84
2011/9/21,143.21,247.13,228.44
2011/9/22,143.72,151.12,158.18
2011/9/23,143.6,46.24,45.68
2011/9/24,143.69,27.9,25.37
2011/9/25,143.77,19.84,19.55
2011/9/26,143.75,16.65,16.09
2011/9/27,143.79,14.36,14.07
2011/9/28,143.77,12.41,13.26
2011/9/29,143.75,10.67,11.24
2011/9/30,143.73,10.2,10.2
2011/10/1,143.75,9.37,8.8
2011/10/2,143.75,8.16,8.73
2011/10/3,143.73,7.92,8.77
2011/10/4,143.69,7.52,8.37
2011/10/5,143.66,7.85,7.85
2011/10/6,144.13,30.76,13.29
2011/10/7,144.27,14.44,14.73
2011/10/8,144.33,10.79,8.15
2011/10/9,144.4,9.31,8.14
2011/10/10,144.42,8.39,8.09
2011/10/11,144.43,8.02,6.84
2011/10/12,144.49,7.45,5.98
2011/10/13,144.54,7.14,5.95
2011/10/14,144.57,7.13,5.94
2011/10/15,144.61,7.07,5.88
2011/10/16,144.68,8.6,5.9
2011/10/17,144.74,6.56,5.96
2011/10/18,144.74,6.04,6.04
2011/10/19,144.74,5.74,6.04
2011/10/20,144.72,5.44,6.04
2011/10/21,144.71,5.67,5.97
2011/10/22,144.73,7.99,5.88
2011/10/23,144.79,6.79,5.89
2011/10/24,144.8,6.03,6.03
2011/10/25,144.79,5.66,5.96
2011/10/26,144.78,5.41,6.01
2011/10/27,144.76,5.42,6.02
2011/10/28,144.73,5.07,5.97
2011/10/29,144.7,4.69,5.89
2011/10/30,144.67,4.99,5.89
2011/10/31,144.63,4.79,5.98
2011/11/1,144.59,4.82,6.01
2011/11/2,144.54,4.5,5.98
2011/11/3,144.49,4.4,5.88
2011/11/4,144.45,4.4,4.99
2011/11/5,144.44,4.05,4.34
2011/11/6,144.45,4.85,4.26
2011/11/7,144.49,5.82,4.35
2011/11/8,144.51,4.38,4.38
2011/11/9,144.51,4.12,4.41
2011/11/10,144.5,4.1,4.4
2011/11/11,144.49,4.65,4.35
2011/11/12,144.52,4.91,4.32
2011/11/13,144.52,4.38,4.38
2011/11/14,144.49,4.3,6.96
2011/11/15,144.34,4.29,9.27
2011/11/16,144.17,5.12,10.34
2011/11/17,143.98,4.32,9.47
2011/11/18,143.8,3.8,8.63
2011/11/19,143.66,3.91,7.56
2011/11/20,143.54,4.37,7.44
2011/11/21,143.43,4.51,7.55
2011/11/22,143.3,3.58,7.7
2011/11/23,143.16,3.78,7.6
2011/11/24,143.02,3.94,7.18
2011/11/25,142.94,4.64,6.52
2011/11/26,142.88,4.45,5.53
2011/11/27,142.83,3.92,5.52
2011/11/28,142.73,4.11,8.61
2011/11/29,142.5,3.98,10.52
2011/11/30,142.26,4.15,10.32
2011/12/1,142.02,3.76,9.07
2011/12/2,141.88,3.8,6.31
2011/12/3,141.92,14.65,5.29
2011/12/4,142.36,12.03,5.32
2011/12/5,142.48,7.97,9.79
2011/12/6,142.22,6.29,14.51
2011/12/7,141.96,5.33,9.61
2011/12/8,141.86,5.08,6.84
2011/12/9,141.81,4.51,5.51
2011/12/10,141.8,4.78,4.28
2011/12/11,141.81,4.35,4.35
2011/12/12,141.8,4.25,5
2011/12/13,141.76,3.99,5.23
2011/12/14,141.7,3.49,5.23
2011/12/15,141.64,4.15,5.15
2011/12/16,141.6,3.83,5.06
2011/12/17,141.57,3.88,4.38
2011/12/18,141.54,3.68,4.42
2011/12/19,141.49,3.25,5.21
2011/12/20,141.42,4.62,5.59
2011/12/21,141.39,3.74,3.74
2011/12/22,141.4,3.65,3.65
2011/12/23,141.4,3.65,3.65
2011/12/24,141.4,3.49,3.73
2011/12/25,141.39,3.72,3.72
2011/12/26,141.4,3.82,2.85
2011/12/27,141.5,3.83,2.12
2011/12/28,141.54,3.84,2.12
2011/12/29,141.61,3.76,2.04
2011/12/30,141.68,3.97,1.99
2011/12/31,141.75,3.73,1.98
2012/1/1,141.82,3.49,2
2012/1/2,141.89,3.66,1.9
2012/1/3,141.96,3.83,2.07
2012/1/4,142.02,3.6,2.07
2012/1/5,142.08,3.58,2.06
2012/1/6,142.14,3.62,2.08
2012/1/7,142.21,3.56,2.03
2012/1/8,142.26,3.65,2.1
2012/1/9,142.31,3.33,2.05
2012/1/10,142.35,3.11,3.11
2012/1/11,142.32,3.04,3.82
2012/1/12,142.29,2.78,3.81
2012/1/13,142.25,2.75,3.78
2012/1/14,142.21,2.61,3.63
2012/1/15,142.17,2.67,3.7
2012/1/16,142.12,2.46,3.73
2012/1/17,142.08,2.66,3.67
2012/1/18,142.04,2.68,3.7
2012/1/19,141.99,2.52,3.78
2012/1/20,141.95,2.69,3.7
2012/1/21,141.91,3.1,3.61
2012/1/22,141.91,3.35,3.59
2012/1/23,141.88,2.97,3.72
2012/1/24,141.85,2.74,3.75
2012/1/25,141.81,2.7,3.7
2012/1/26,141.76,2.51,3.76
2012/1/27,141.72,2.73,3.73
2012/1/28,141.68,2.61,3.59
2012/1/29,141.63,2.5,3.74
2012/1/30,141.58,2.3,3.78
2012/1/31,141.52,2.6,3.83
2012/2/1,141.47,2.33,3.8
2012/2/2,141.41,2.34,3.8
2012/2/3,141.35,2.17,3.87
2012/2/4,141.28,2.42,3.87
2012/2/5,141.22,2.4,3.85
2012/2/6,141.15,2.2,3.88
2012/2/7,141.11,4.06,3.82
2012/2/8,141.18,5.49,3.81
2012/2/9,141.2,3.83,3.83
2012/2/10,141.19,3.33,3.82
2012/2/11,141.17,3.03,3.75
2012/2/12,141.14,3.05,3.77
2012/2/13,141.09,2.63,3.82
2012/2/14,141.05,2.88,3.84
2012/2/15,141.01,2.87,3.82
2012/2/16,140.97,2.86,3.81
2012/2/17,140.93,2.82,3.77
2012/2/18,140.89,2.74,3.68
2012/2/19,140.85,2.58,3.76
2012/2/20,140.79,2.67,3.84
2012/2/21,140.74,2.45,3.85
2012/2/22,140.68,2.68,3.84
2012/2/23,140.65,3.99,3.76
2012/2/24,140.73,6.38,3.82
2012/2/25,140.83,5.81,3.69
2012/2/26,140.88,4.27,3.8
2012/2/27,140.89,3.82,3.82
2012/2/28,140.88,3.57,3.81
2012/2/29,140.87,3.37,3.83
2012/3/1,140.85,3.59,3.83
2012/3/2,140.86,4.3,3.83
2012/3/3,140.88,4.24,3.77
2012/3/4,140.89,3.77,3.77
2012/3/5,140.93,7.42,3.87
2012/3/6,141.32,19.53,5.71
2012/3/7,141.92,21.14,7.08
2012/3/8,142.33,14.73,7.51
2012/3/9,142.54,11.59,7.15
2012/3/10,142.71,11.35,7.11
2012/3/11,142.83,9.52,7.12
2012/3/12,142.9,9.07,7.19
2012/3/13,142.96,8.01,7.2
2012/3/14,142.96,6.85,7.12
2012/3/15,142.95,6.53,7.07
2012/3/16,142.92,6.31,7.11
2012/3/17,142.89,6.19,7
2012/3/18,142.9,8.86,6.97
2012/3/19,143.03,11.11,7.06
2012/3/20,143.12,8.48,7.13
2012/3/21,143.16,7.42,7.14
2012/3/22,143.16,7.12,7.12
2012/3/23,143.18,8.68,7.05
2012/3/24,143.28,10.52,6.96
2012/3/25,143.42,10.6,7
2012/3/26,143.51,8.82,7.15
2012/3/27,143.56,8.3,7.18
2012/3/28,143.61,9.08,7.12
2012/3/29,143.7,10.02,7.21
2012/3/30,143.82,12.37,7.25
2012/3/31,144.15,21.28,7.08
2012/4/1,144.65,19.06,7.13
2012/4/2,144.93,12.97,7.19
2012/4/3,145.09,14.94,7.22
2012/4/4,145.72,29.72,6.69
2012/4/5,146.15,16.71,6.41
2012/4/6,146.39,12.96,6.86
2012/4/7,146.52,10.3,7.21
2012/4/8,146.58,8.59,7.21
2012/4/9,146.61,8.84,7.12
2012/4/10,146.69,10.26,7.13
2012/4/11,146.8,12.06,7.15
2012/4/12,147.05,20.03,7.18
2012/4/13,147.39,18.46,7.18
2012/4/14,147.69,15.71,6.82
2012/4/15,147.87,12.93,6.93
2012/4/16,148.04,13.06,7.01
2012/4/17,148.2,14.19,6.91
2012/4/18,148.4,14.35,6.97
2012/4/19,148.59,14.46,6.98
2012/4/20,148.76,13.43,8.26
2012/4/21,148.84,12.76,10.76
2012/4/22,148.87,11.54,10.74
2012/4/23,148.93,15.64,10.8
2012/4/24,149.11,19.81,10.83
2012/4/25,149.3,18.31,13.77
2012/4/26,149.33,17.72,16.89
2012/4/27,149.4,21.21,19.13
2012/4/28,149.38,16.69,17.94
2012/4/29,149.33,15.48,17.97
2012/4/30,149.26,14.19,17.91
2012/5/1,149.18,13.16,15.63
2012/5/2,149.13,13.17,17.26
2012/5/3,149.33,209.94,190.08
2012/5/4,149.19,165.36,182.77
2012/5/5,149.15,52.71,49.85
2012/5/6,149.17,32.67,32.67
2012/5/7,149.21,23.56,23.56
2012/5/8,149.15,17.96,20.41
2012/5/9,149.11,15.68,16.5
2012/5/10,149.09,14.2,15.42
2012/5/11,149.12,12.53,10.09
2012/5/12,149.15,10.7,10.28
2012/5/13,149.15,9.87,10.29
2012/5/14,149.13,8.69,9.1
2012/5/15,149.14,10.01,8.38
2012/5/16,149.18,9.18,8.36
2012/5/17,149.18,7.94,8.35
2012/5/18,149.19,10.86,9.22
2012/5/19,149.2,9.58,11.64
2012/5/20,149.12,7.63,11.7
2012/5/21,149.03,6.83,9.27
2012/5/22,149,7.86,7.86
2012/5/23,149.04,9.08,7.86
2012/5/24,149.03,6.65,7.87
2012/5/25,148.99,6.45,7.67
2012/5/26,148.96,5.19,7.2
2012/5/27,148.9,4.81,7.23
2012/5/28,148.84,5.39,6.59
2012/5/29,148.84,4.74,5.13
2012/5/30,148.83,4.71,5.12
2012/5/31,148.8,4,5.19
2012/6/1,148.77,3.65,6.05
2012/6/2,148.68,3.79,7.35
2012/6/3,148.59,3.32,7.26
2012/6/4,148.49,3.71,7.23
2012/6/5,148.39,3,7.27
2012/6/6,148.29,3.41,7.26
2012/6/7,148.2,3.78,7.23
2012/6/8,148.1,3.38,7.18
2012/6/9,148.03,10.46,7.05
2012/6/10,148.4,27.06,17.44
2012/6/11,148.26,12.39,20.86
2012/6/12,148.08,9.62,16.08
2012/6/13,147.93,10.84,15.35
2012/6/14,147.81,10.09,15.32
2012/6/15,147.65,8.64,15.67
2012/6/16,147.44,9.58,16.88
2012/6/17,147.26,9.92,16.78
2012/6/18,147.03,7.9,16.81
2012/6/19,146.81,26.98,27.69
2012/6/20,147.41,219.46,204.07
2012/6/21,147,42.64,60.14
2012/6/22,146.72,24.36,30.63
2012/6/23,146.58,18.15,23.66
2012/6/24,146.34,13.72,23.52
2012/6/25,146.05,12.54,21.13
2012/6/26,145.82,10.83,17.66
2012/6/27,145.62,9.96,17
2012/6/28,145.39,8.83,16.06
2012/6/29,145.15,8.15,15.88
2012/6/30,144.88,7.75,16.85
2012/7/1,144.61,7.61,12.4
2012/7/2,144.58,9.8,10.39
2012/7/3,144.5,7.56,9.63
2012/7/4,144.46,6.55,7.73
2012/7/5,144.43,8.01,11.54
2012/7/6,144,8.14,22.25
2012/7/7,143.96,78.38,66.31
2012/7/8,144.55,49.06,42.31
