ダウンロードした時刻：2026/02/28 23:58:28

,白石,白石,白石,白石,白石,白石,白石,白石,白石
年月日,平均気温(℃),平均気温(℃),平均気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最低気温(℃),最低気温(℃),最低気温(℃)
,,,,,,,,,
,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号
1993/7/22,16.8,8,1,19.9,8,1,14.1,8,1
1993/7/23,17.3,8,1,18.8,8,1,15.6,8,1
1993/7/24,18.7,8,1,21.6,8,1,16.7,8,1
1993/7/25,20.3,8,1,22.7,8,1,18.2,8,1
1993/7/26,23.8,8,1,30.0,8,1,20.5,8,1
1993/7/27,20.2,8,1,21.9,8,1,18.5,8,1
1993/7/28,18.7,8,1,19.3,8,1,18.0,8,1
1993/7/29,19.2,8,1,21.3,8,1,18.2,8,1
1993/7/30,19.4,8,1,20.1,8,1,18.1,8,1
1993/7/31,24.1,8,1,27.8,8,1,19.4,8,1
1993/8/1,23.1,8,1,25.7,8,1,18.6,8,1
1993/8/2,18.4,8,1,20.8,8,1,16.3,8,1
1993/8/3,16.6,8,1,17.5,8,1,15.4,8,1
1993/8/4,17.4,8,1,21.2,8,1,15.8,8,1
1993/8/5,17.5,8,1,19.7,8,1,15.2,8,1
1993/8/6,16.6,8,1,17.1,8,1,15.8,8,1
1993/8/7,17.5,8,1,19.6,8,1,15.6,8,1
1993/8/8,17.0,8,1,18.4,8,1,15.5,8,1
1993/8/9,16.9,8,1,18.4,8,1,15.4,8,1
1993/8/10,18.0,8,1,19.2,8,1,16.7,8,1
1993/8/11,21.4,8,1,24.0,8,1,18.6,8,1
1993/8/12,22.8,8,1,25.2,8,1,18.2,8,1
1993/8/13,21.0,8,1,27.2,8,1,14.4,8,1
1993/8/14,21.7,8,1,26.8,8,1,19.2,8,1
1993/8/15,24.2,8,1,29.0,8,1,20.0,8,1
1993/8/16,20.2,8,1,23.8,8,1,18.3,8,1
1993/8/17,20.0,8,1,21.2,8,1,18.6,8,1
1993/8/18,22.5,8,1,27.0,8,1,19.5,8,1
1993/8/19,21.8,8,1,24.8,8,1,19.5,8,1
1993/8/20,23.1,8,1,28.3,8,1,20.6,8,1
1993/8/21,20.5,8,1,22.1,8,1,19.6,8,1
1993/8/22,22.2,8,1,25.7,8,1,19.5,8,1
1993/8/23,24.2,8,1,28.1,8,1,21.1,8,1
1993/8/24,23.8,8,1,28.7,8,1,20.8,8,1
1993/8/25,24.9,8,1,29.0,8,1,21.4,8,1
1993/8/26,24.5,8,1,27.6,8,1,22.3,8,1
1993/8/27,24.0,8,1,24.7,8,1,23.4,8,1
1993/8/28,25.1,8,1,27.7,8,1,21.3,8,1
1993/8/29,22.1,8,1,27.4,8,1,17.7,8,1
1993/8/30,21.1,8,1,26.6,8,1,16.5,8,1
1993/8/31,21.6,8,1,27.1,8,1,17.4,8,1
1993/9/1,21.3,8,1,27.0,8,1,18.1,8,1
1993/9/2,20.2,8,1,25.4,8,1,16.7,8,1
1993/9/3,19.4,8,1,20.5,8,1,18.6,8,1
1993/9/4,21.3,8,1,24.3,8,1,17.8,8,1
1993/9/5,21.7,8,1,25.1,8,1,17.3,8,1
1993/9/6,18.9,8,1,22.7,8,1,14.8,8,1
1993/9/7,17.0,8,1,18.1,8,1,16.4,8,1
1993/9/8,16.9,8,1,18.0,8,1,16.1,8,1
1993/9/9,17.3,8,1,18.6,8,1,16.3,8,1
1993/9/10,20.5,8,1,27.5,8,1,16.1,8,1
1993/9/11,20.5,8,1,25.0,8,1,17.2,8,1
1993/9/12,18.0,8,1,19.0,8,1,16.9,8,1
1993/9/13,20.0,8,1,22.9,8,1,17.9,8,1
1993/9/14,19.8,8,1,23.5,8,1,16.3,8,1
1993/9/15,19.8,8,1,24.4,8,1,14.4,8,1
1993/9/16,21.1,8,1,27.8,8,1,16.0,8,1
1993/9/17,19.7,8,1,24.4,8,1,15.2,8,1
1993/9/18,23.2,8,1,27.6,8,1,20.4,8,1
1993/9/19,18.8,8,1,23.5,8,1,12.7,8,1
1993/9/20,17.8,8,1,25.6,8,1,10.3,8,1
1993/9/21,17.5,8,1,22.3,8,1,11.8,8,1
1993/9/22,14.2,8,1,16.6,8,1,10.3,8,1
1993/9/23,15.4,8,1,16.4,8,1,13.9,8,1
1993/9/24,18.5,8,1,21.5,8,1,16.0,8,1
1993/9/25,18.6,8,1,22.5,8,1,15.1,8,1
1993/9/26,16.9,8,1,21.6,8,1,13.2,8,1
1993/9/27,17.7,5,1,22.1,4,1,12.7,4,1
1993/9/28,16.7,8,1,23.2,8,1,11.3,8,1
1993/9/29,17.3,8,1,20.8,8,1,13.6,8,1
1993/9/30,18.5,8,1,21.9,8,1,15.4,8,1
1993/10/1,16.3,8,1,21.6,8,1,13.3,8,1
1993/10/2,14.4,8,1,19.1,8,1,8.1,8,1
1993/10/3,12.6,8,1,17.0,8,1,7.5,8,1
1993/10/4,14.5,8,1,18.7,8,1,11.5,8,1
1993/10/5,14.2,8,1,20.5,8,1,9.3,8,1
1993/10/6,13.7,8,1,19.6,8,1,9.4,8,1
1993/10/7,13.5,8,1,17.8,8,1,8.8,8,1
1993/10/8,14.8,8,1,16.2,8,1,13.8,8,1
1993/10/9,16.2,8,1,23.6,8,1,9.9,8,1
1993/10/10,18.3,8,1,25.4,8,1,13.8,8,1
1993/10/11,14.0,8,1,19.6,8,1,7.8,8,1
1993/10/12,13.7,8,1,21.3,8,1,7.5,8,1
1993/10/13,14.4,8,1,17.6,8,1,10.7,8,1
1993/10/14,10.3,8,1,13.4,8,1,7.1,8,1
1993/10/15,9.5,8,1,16.4,8,1,4.7,8,1
1993/10/16,13.2,8,1,20.4,8,1,5.8,8,1
1993/10/17,17.1,8,1,21.2,8,1,13.6,8,1
1993/10/18,14.7,8,1,19.5,8,1,9.1,8,1
1993/10/19,11.6,8,1,17.7,8,1,5.5,8,1
1993/10/20,12.6,8,1,19.7,8,1,6.0,8,1
1993/10/21,13.2,8,1,18.4,8,1,10.1,8,1
1993/10/22,14.4,8,1,20.1,8,1,10.4,8,1
1993/10/23,12.9,8,1,16.2,8,1,11.0,8,1
1993/10/24,11.6,8,1,14.7,8,1,8.4,8,1
1993/10/25,11.1,8,1,14.4,8,1,7.3,8,1
1993/10/26,9.9,8,1,14.0,8,1,6.6,8,1
1993/10/27,8.6,8,1,14.5,8,1,2.5,8,1
1993/10/28,7.5,8,1,16.6,8,1,0.5,8,1
1993/10/29,9.0,8,1,18.4,8,1,1.0,8,1
1993/10/30,14.4,8,1,16.6,8,1,10.2,8,1
1993/10/31,13.2,8,1,17.5,8,1,9.3,8,1
1993/11/1,11.7,8,1,14.9,8,1,10.0,8,1
1993/11/2,13.0,8,1,18.8,8,1,8.4,8,1
1993/11/3,14.0,8,1,19.7,8,1,8.9,8,1
1993/11/4,12.2,8,1,20.7,8,1,4.4,8,1
1993/11/5,16.7,8,1,21.2,8,1,10.9,8,1
1993/11/6,11.8,8,1,17.7,8,1,7.1,8,1
1993/11/7,9.6,8,1,14.1,8,1,3.3,8,1
1993/11/8,6.7,8,1,10.8,8,1,2.7,8,1
1993/11/9,7.7,8,1,13.4,8,1,0.2,8,1
1993/11/10,4.4,8,1,11.1,8,1,-1.1,8,1
1993/11/11,8.2,8,1,11.3,8,1,4.2,8,1
1993/11/12,11.2,8,1,12.5,8,1,9.2,8,1
1993/11/13,13.8,8,1,16.9,8,1,10.4,8,1
1993/11/14,16.1,8,1,17.3,8,1,15.0,8,1
1993/11/15,15.0,8,1,18.8,8,1,6.8,8,1
1993/11/16,10.3,8,1,18.5,8,1,5.5,8,1
1993/11/17,11.7,8,1,14.9,8,1,9.4,8,1
1993/11/18,13.1,8,1,16.8,8,1,9.5,8,1
1993/11/19,10.9,8,1,14.3,8,1,3.1,8,1
1993/11/20,6.2,8,1,10.9,8,1,2.9,8,1
1993/11/21,14.5,8,1,17.7,8,1,11.8,8,1
1993/11/22,7.2,8,1,10.8,8,1,3.7,8,1
1993/11/23,6.8,8,1,12.8,8,1,1.5,8,1
1993/11/24,3.2,8,1,5.3,8,1,0.6,8,1
1993/11/25,6.4,8,1,9.7,8,1,1.3,8,1
1993/11/26,7.4,8,1,15.0,8,1,2.5,8,1
1993/11/27,8.9,8,1,13.4,8,1,4.1,8,1
1993/11/28,6.0,8,1,9.9,8,1,2.3,8,1
1993/11/29,6.0,8,1,8.7,8,1,3.5,8,1
1993/11/30,6.0,8,1,7.8,8,1,4.2,8,1
1993/12/1,10.0,8,1,15.7,8,1,5.6,8,1
1993/12/2,8.8,8,1,14.6,8,1,1.9,8,1
1993/12/3,11.2,8,1,14.4,8,1,5.2,8,1
1993/12/4,4.6,8,1,6.3,8,1,3.1,8,1
1993/12/5,3.8,8,1,6.6,8,1,1.0,8,1
1993/12/6,0.9,8,1,5.1,8,1,-1.8,8,1
1993/12/7,3.0,8,1,8.9,8,1,-1.2,8,1
1993/12/8,2.0,8,1,6.5,8,1,-2.6,8,1
1993/12/9,6.0,8,1,10.1,8,1,1.0,8,1
1993/12/10,4.6,8,1,7.8,8,1,0.2,8,1
1993/12/11,6.0,8,1,12.0,8,1,4.0,8,1
1993/12/12,4.9,8,1,7.6,8,1,0.6,8,1
1993/12/13,6.3,8,1,11.6,8,1,0.5,8,1
1993/12/14,4.3,8,1,6.3,8,1,0.6,8,1
1993/12/15,0.6,8,1,3.1,8,1,-1.8,8,1
1993/12/16,0.8,8,1,4.9,8,1,-2.9,8,1
1993/12/17,2.7,8,1,6.3,8,1,0.6,8,1
1993/12/18,2.2,8,1,3.8,8,1,0.6,8,1
1993/12/19,1.7,8,1,6.2,8,1,-2.1,8,1
1993/12/20,1.2,8,1,5.7,8,1,-4.1,8,1
1993/12/21,5.2,8,1,8.6,8,1,2.2,8,1
1993/12/22,0.1,8,1,3.4,8,1,-2.4,8,1
1993/12/23,-0.3,8,1,4.1,8,1,-3.8,8,1
1993/12/24,4.0,8,1,6.6,8,1,1.1,8,1
1993/12/25,3.3,8,1,9.3,8,1,-0.2,8,1
1993/12/26,4.4,8,1,10.4,8,1,0.6,8,1
1993/12/27,5.7,8,1,8.7,8,1,1.6,8,1
1993/12/28,2.8,8,1,4.5,8,1,0.6,8,1
1993/12/29,3.1,8,1,5.8,8,1,-1.4,8,1
1993/12/30,3.1,8,1,8.7,8,1,-3.1,8,1
1993/12/31,4.5,8,1,12.4,8,1,0.6,8,1
1994/1/1,1.1,8,1,3.5,8,1,-1.0,8,1
1994/1/2,3.4,8,1,8.7,8,1,-1.7,8,1
1994/1/3,6.8,8,1,9.9,8,1,3.5,8,1
1994/1/4,4.3,8,1,6.9,8,1,0.8,8,1
1994/1/5,0.0,8,1,2.5,8,1,-3.6,8,1
1994/1/6,-0.2,8,1,4.9,8,1,-3.7,8,1
1994/1/7,0.9,8,1,4.0,8,1,-1.4,8,1
1994/1/8,0.4,8,1,4.8,8,1,-3.3,8,1
1994/1/9,4.1,8,1,8.1,8,1,-0.4,8,1
1994/1/10,3.2,8,1,8.3,8,1,0.2,8,1
1994/1/11,2.9,8,1,5.3,8,1,0.8,8,1
1994/1/12,3.1,8,1,6.5,8,1,-0.3,8,1
1994/1/13,0.4,8,1,2.9,8,1,-2.4,8,1
1994/1/14,1.1,8,1,3.0,8,1,0.0,8,1
1994/1/15,1.2,8,1,3.8,8,1,-1.4,8,1
1994/1/16,2.8,8,1,8.3,8,1,-2.1,8,1
1994/1/17,5.4,8,1,11.6,8,1,-1.1,8,1
1994/1/18,2.2,8,1,4.3,8,1,-0.9,8,1
1994/1/19,-1.4,8,1,0.2,8,1,-2.5,8,1
1994/1/20,-0.1,8,1,3.4,8,1,-2.8,8,1
1994/1/21,-1.3,8,1,2.3,8,1,-4.1,8,1
1994/1/22,0.3,8,1,5.1,8,1,-5.5,8,1
1994/1/23,0.7,8,1,5.8,8,1,-3.5,8,1
1994/1/24,-0.6,8,1,1.6,8,1,-4.2,8,1
1994/1/25,1.4,8,1,6.4,8,1,-3.9,8,1
1994/1/26,3.7,8,1,11.3,8,1,-2.1,8,1
1994/1/27,2.2,8,1,5.6,8,1,-1.8,8,1
1994/1/28,-0.7,8,1,1.8,8,1,-3.1,8,1
1994/1/29,-1.3,8,1,2.4,8,1,-3.0,8,1
1994/1/30,-2.6,8,1,0.2,8,1,-6.3,8,1
1994/1/31,-2.3,8,1,2.7,8,1,-8.4,8,1
1994/2/1,0.3,8,1,5.3,8,1,-4.8,8,1
1994/2/2,-0.7,8,1,3.4,8,1,-2.5,8,1
1994/2/3,-2.0,8,1,0.1,8,1,-3.3,8,1
1994/2/4,0.1,8,1,2.9,8,1,-3.1,8,1
1994/2/5,2.2,8,1,6.3,8,1,-1.1,8,1
1994/2/6,4.1,8,1,8.5,8,1,-1.1,8,1
1994/2/7,3.4,8,1,8.1,8,1,-2.2,8,1
1994/2/8,4.9,8,1,8.8,8,1,2.1,8,1
1994/2/9,4.8,8,1,9.6,8,1,1.3,8,1
1994/2/10,3.8,8,1,5.6,8,1,1.3,8,1
1994/2/11,0.7,8,1,2.5,8,1,-0.6,8,1
1994/2/12,-1.5,8,1,0.0,8,1,-2.8,8,1
1994/2/13,-2.4,8,1,-1.4,8,1,-4.0,8,1
1994/2/14,0.1,8,1,2.2,8,1,-2.8,8,1
1994/2/15,3.2,8,1,5.4,8,1,-0.3,8,1
1994/2/16,3.4,8,1,7.0,8,1,-0.2,8,1
1994/2/17,1.5,8,1,3.8,8,1,-0.5,8,1
1994/2/18,4.5,8,1,7.8,8,1,1.3,8,1
1994/2/19,6.8,8,1,11.6,8,1,0.6,8,1
1994/2/20,4.4,8,1,14.9,8,1,-3.0,8,1
1994/2/21,5.2,8,1,8.8,8,1,1.2,8,1
1994/2/22,1.5,8,1,6.1,8,1,-0.9,8,1
1994/2/23,-0.5,8,1,1.5,8,1,-3.3,8,1
1994/2/24,2.3,8,1,4.9,8,1,-0.8,8,1
1994/2/25,2.7,8,1,6.7,8,1,-1.4,8,1
1994/2/26,2.1,8,1,7.0,8,1,-2.0,8,1
1994/2/27,2.7,8,1,6.6,8,1,-1.7,8,1
1994/2/28,3.6,8,1,6.8,8,1,0.3,8,1
1994/3/1,3.1,8,1,8.2,8,1,-1.4,8,1
1994/3/2,2.1,8,1,5.8,8,1,-3.2,8,1
1994/3/3,2.2,8,1,9.6,8,1,-3.7,8,1
1994/3/4,2.9,8,1,9.0,8,1,-0.8,8,1
1994/3/5,1.5,8,1,6.1,8,1,-2.0,8,1
1994/3/6,0.4,8,1,3.2,8,1,-3.5,8,1
1994/3/7,1.0,8,1,7.2,8,1,-4.5,8,1
1994/3/8,3.3,8,1,4.7,8,1,1.4,8,1
1994/3/9,9.4,8,1,13.3,8,1,4.1,8,1
1994/3/10,2.5,8,1,6.3,8,1,0.1,8,1
1994/3/11,1.5,8,1,5.4,8,1,-1.1,8,1
1994/3/12,3.8,8,1,7.5,8,1,0.0,8,1
1994/3/13,2.0,8,1,5.4,8,1,-0.5,8,1
1994/3/14,1.7,8,1,6.0,8,1,-1.5,8,1
1994/3/15,2.3,8,1,7.9,8,1,-3.0,8,1
1994/3/16,3.6,8,1,9.7,8,1,-2.9,8,1
1994/3/17,4.3,8,1,8.2,8,1,0.7,8,1
1994/3/18,3.0,8,1,8.1,8,1,-1.5,8,1
1994/3/19,3.4,8,1,9.3,8,1,-2.4,8,1
1994/3/20,4.9,8,1,10.5,8,1,-0.5,8,1
1994/3/21,2.2,8,1,5.7,8,1,-1.1,8,1
1994/3/22,3.5,8,1,9.1,8,1,0.4,8,1
1994/3/23,1.3,8,1,2.7,8,1,0.0,8,1
1994/3/24,6.3,8,1,11.1,8,1,2.2,8,1
1994/3/25,3.3,8,1,8.7,8,1,-0.3,8,1
1994/3/26,2.0,8,1,6.0,8,1,-1.2,8,1
1994/3/27,3.0,8,1,7.6,8,1,-1.7,8,1
1994/3/28,7.5,8,1,13.5,8,1,-0.6,8,1
1994/3/29,5.6,8,1,7.7,8,1,2.8,8,1
1994/3/30,4.2,8,1,8.6,8,1,-0.7,8,1
1994/3/31,5.8,8,1,13.2,8,1,-2.6,8,1
1994/4/1,8.3,8,1,17.5,8,1,-2.2,8,1
1994/4/2,10.9,8,1,15.5,8,1,7.3,8,1
1994/4/3,7.3,8,1,9.2,8,1,5.3,8,1
1994/4/4,7.4,8,1,16.5,8,1,-0.1,8,1
1994/4/5,12.7,8,1,22.3,8,1,3.6,8,1
1994/4/6,11.4,8,1,22.0,8,1,4.4,8,1
1994/4/7,14.0,8,1,24.1,8,1,2.5,8,1
1994/4/8,7.6,8,1,11.5,8,1,4.0,8,1
1994/4/9,3.7,8,1,7.4,8,1,1.3,8,1
1994/4/10,4.4,8,1,10.4,8,1,-1.1,8,1
1994/4/11,7.6,8,1,18.2,8,1,0.4,8,1
1994/4/12,11.8,8,1,20.2,8,1,2.1,8,1
1994/4/13,12.2,8,1,15.9,8,1,9.2,8,1
1994/4/14,10.6,8,1,14.4,8,1,6.0,8,1
1994/4/15,13.8,8,1,18.9,8,1,9.0,8,1
1994/4/16,15.6,8,1,22.9,8,1,6.7,8,1
1994/4/17,14.1,8,1,21.4,8,1,8.5,8,1
1994/4/18,9.7,8,1,16.3,8,1,3.1,8,1
1994/4/19,14.7,8,1,19.8,8,1,9.3,8,1
1994/4/20,8.8,8,1,13.6,8,1,4.3,8,1
1994/4/21,12.2,8,1,21.2,8,1,4.0,8,1
1994/4/22,11.4,8,1,23.9,8,1,3.1,8,1
1994/4/23,10.1,8,1,14.7,8,1,4.4,8,1
1994/4/24,13.5,8,1,18.2,8,1,10.4,8,1
1994/4/25,14.7,8,1,24.0,8,1,6.3,8,1
1994/4/26,13.0,8,1,20.7,8,1,6.0,8,1
1994/4/27,11.1,8,1,18.9,8,1,2.3,8,1
1994/4/28,12.1,8,1,19.8,8,1,8.0,8,1
1994/4/29,11.7,8,1,19.0,8,1,6.3,8,1
1994/4/30,12.9,8,1,17.7,8,1,8.6,8,1
1994/5/1,7.3,8,1,8.2,8,1,5.7,8,1
1994/5/2,7.2,8,1,8.8,8,1,5.5,8,1
1994/5/3,8.7,8,1,9.9,8,1,7.1,8,1
1994/5/4,14.6,8,1,22.7,8,1,9.5,8,1
1994/5/5,15.6,8,1,17.2,8,1,13.4,8,1
1994/5/6,13.2,8,1,16.7,8,1,9.3,8,1
1994/5/7,17.0,8,1,24.7,8,1,7.8,8,1
1994/5/8,17.2,8,1,25.6,8,1,8.7,8,1
1994/5/9,15.2,8,1,21.6,8,1,10.1,8,1
1994/5/10,19.1,8,1,26.6,8,1,9.7,8,1
1994/5/11,18.9,8,1,24.5,8,1,15.7,8,1
1994/5/12,16.4,8,1,22.6,8,1,11.0,8,1
1994/5/13,15.7,8,1,22.1,8,1,8.8,8,1
1994/5/14,14.2,8,1,18.6,8,1,10.0,8,1
1994/5/15,12.3,8,1,14.7,8,1,9.9,8,1
1994/5/16,18.0,8,1,21.4,8,1,14.8,8,1
1994/5/17,16.4,8,1,20.7,8,1,11.5,8,1
1994/5/18,14.6,8,1,21.1,8,1,7.7,8,1
1994/5/19,13.7,8,1,16.3,8,1,10.7,8,1
1994/5/20,13.6,8,1,18.3,8,1,7.8,8,1
1994/5/21,15.4,8,1,22.5,8,1,8.8,8,1
1994/5/22,16.8,8,1,23.0,8,1,12.4,8,1
1994/5/23,19.9,8,1,28.1,8,1,10.7,8,1
1994/5/24,20.7,8,1,28.7,8,1,13.3,8,1
1994/5/25,20.3,8,1,25.3,8,1,16.7,8,1
1994/5/26,20.0,8,1,25.0,8,1,14.9,8,1
1994/5/27,19.1,8,1,22.4,8,1,17.3,8,1
1994/5/28,18.1,8,1,22.6,8,1,12.4,8,1
1994/5/29,17.2,8,1,22.1,8,1,10.8,8,1
1994/5/30,18.9,8,1,23.9,8,1,16.4,8,1
1994/5/31,19.5,8,1,23.8,8,1,13.4,8,1
1994/6/1,19.5,8,1,24.7,8,1,13.7,8,1
1994/6/2,18.9,8,1,25.1,8,1,12.9,8,1
1994/6/3,18.8,8,1,24.9,8,1,12.6,8,1
1994/6/4,20.5,8,1,27.2,8,1,15.6,8,1
1994/6/5,18.7,8,1,25.3,8,1,15.0,8,1
1994/6/6,14.3,8,1,15.4,8,1,13.0,8,1
1994/6/7,13.7,8,1,14.6,8,1,12.9,8,1
1994/6/8,17.6,8,1,23.5,8,1,13.5,8,1
1994/6/9,18.3,8,1,21.4,8,1,16.5,8,1
1994/6/10,19.8,8,1,24.8,8,1,15.7,8,1
1994/6/11,19.4,8,1,25.8,8,1,13.8,8,1
1994/6/12,20.5,8,1,24.7,8,1,16.3,8,1
1994/6/13,19.4,8,1,20.7,8,1,18.7,8,1
1994/6/14,20.2,8,1,25.0,8,1,17.4,8,1
1994/6/15,21.6,8,1,27.7,8,1,14.7,8,1
1994/6/16,20.8,8,1,27.4,8,1,14.9,8,1
1994/6/17,21.2,8,1,28.6,8,1,15.8,8,1
1994/6/18,20.0,8,1,29.0,8,1,14.8,8,1
1994/6/19,12.8,8,1,14.7,8,1,11.9,8,1
1994/6/20,14.4,8,1,17.0,8,1,12.0,8,1
1994/6/21,14.3,8,1,15.7,8,1,13.1,8,1
1994/6/22,16.9,8,1,23.0,8,1,12.6,8,1
1994/6/23,18.5,8,1,24.8,8,1,12.2,8,1
1994/6/24,20.1,8,1,23.4,8,1,17.6,8,1
1994/6/25,19.9,8,1,22.7,8,1,17.5,8,1
1994/6/26,19.9,8,1,23.3,8,1,18.2,8,1
1994/6/27,24.6,8,1,29.7,8,1,18.7,8,1
1994/6/28,16.0,8,1,19.9,8,1,14.6,8,1
1994/6/29,16.0,8,1,17.5,8,1,14.4,8,1
1994/6/30,19.2,8,1,22.5,8,1,16.4,8,1
1994/7/1,20.5,8,1,24.8,8,1,18.8,8,1
1994/7/2,25.4,8,1,28.8,8,1,21.3,8,1
1994/7/3,26.2,8,1,30.7,8,1,22.6,8,1
1994/7/4,24.9,8,1,29.1,8,1,19.5,8,1
1994/7/5,27.2,8,1,29.0,8,1,24.4,8,1
1994/7/6,20.1,8,1,25.9,8,1,17.5,8,1
1994/7/7,18.6,8,1,20.1,8,1,17.3,8,1
1994/7/8,20.7,8,1,24.4,8,1,18.3,8,1
1994/7/9,21.0,8,1,23.7,8,1,19.7,8,1
1994/7/10,19.5,8,1,20.0,8,1,19.1,8,1
1994/7/11,25.1,8,1,30.4,8,1,19.0,8,1
1994/7/12,24.1,8,1,29.7,8,1,18.8,8,1
1994/7/13,22.3,8,1,27.9,8,1,17.0,8,1
1994/7/14,25.0,8,1,31.1,8,1,18.0,8,1
1994/7/15,27.3,8,1,34.5,8,1,21.1,8,1
1994/7/16,26.7,8,1,32.2,8,1,21.9,8,1
1994/7/17,24.9,8,1,29.9,8,1,21.7,8,1
1994/7/18,23.1,8,1,25.5,8,1,21.4,8,1
1994/7/19,22.6,8,1,24.7,8,1,20.7,8,1
1994/7/20,24.0,8,1,27.2,8,1,21.9,8,1
1994/7/21,25.1,8,1,30.1,8,1,21.6,8,1
1994/7/22,25.5,8,1,28.8,8,1,22.1,8,1
1994/7/23,24.4,8,1,27.8,8,1,21.1,8,1
1994/7/24,24.6,8,1,28.4,8,1,21.6,8,1
1994/7/25,24.5,8,1,29.1,8,1,21.6,8,1
1994/7/26,26.1,8,1,30.6,8,1,21.4,8,1
1994/7/27,26.8,8,1,31.9,8,1,22.7,8,1
1994/7/28,25.3,8,1,29.2,8,1,23.1,8,1
1994/7/29,24.2,8,1,28.0,8,1,20.8,8,1
1994/7/30,24.8,8,1,28.9,8,1,22.6,8,1
1994/7/31,27.5,8,1,33.5,8,1,23.3,8,1
1994/8/1,26.9,8,1,31.0,8,1,24.1,8,1
1994/8/2,28.7,5,1,34.3,4,1,23.1,4,1
1994/8/3,29.4,8,1,32.2,8,1,26.6,8,1
1994/8/4,29.4,5,1,33.4,4,1,23.9,4,1
1994/8/5,26.8,8,1,34.2,8,1,23.2,8,1
1994/8/6,26.4,8,1,32.7,8,1,23.1,8,1
1994/8/7,28.4,8,1,35.9,8,1,22.9,8,1
1994/8/8,27.8,8,1,34.9,8,1,22.9,8,1
1994/8/9,26.8,8,1,33.1,8,1,22.0,8,1
1994/8/10,27.9,8,1,32.7,8,1,23.7,8,1
1994/8/11,28.7,8,1,33.2,8,1,23.2,8,1
1994/8/12,28.9,8,1,33.6,8,1,24.4,8,1
1994/8/13,29.2,8,1,34.5,8,1,24.8,8,1
1994/8/14,29.5,8,1,35.7,8,1,24.7,8,1
1994/8/15,28.8,5,1,35.0,4,1,23.0,4,1
1994/8/16,26.8,8,1,32.0,8,1,22.8,8,1
1994/8/17,26.6,8,1,32.3,8,1,23.3,8,1
1994/8/18,27.3,8,1,33.3,8,1,23.0,8,1
1994/8/19,23.8,8,1,31.8,8,1,20.7,8,1
1994/8/20,21.8,8,1,23.5,8,1,20.1,8,1
1994/8/21,20.5,8,1,21.3,8,1,19.6,8,1
1994/8/22,20.6,8,1,22.9,8,1,18.7,8,1
1994/8/23,21.4,8,1,23.0,8,1,20.1,8,1
1994/8/24,22.0,8,1,26.3,8,1,19.1,8,1
1994/8/25,22.2,8,1,25.4,8,1,17.5,8,1
1994/8/26,25.1,8,1,30.5,8,1,20.8,8,1
1994/8/27,26.5,8,1,33.1,8,1,21.7,8,1
1994/8/28,26.2,8,1,33.0,8,1,22.6,8,1
1994/8/29,25.6,8,1,30.7,8,1,21.7,8,1
1994/8/30,25.3,8,1,30.8,8,1,22.6,8,1
1994/8/31,26.2,8,1,32.4,8,1,21.1,8,1
1994/9/1,24.8,8,1,31.3,8,1,21.0,8,1
1994/9/2,23.8,8,1,29.4,8,1,18.4,8,1
1994/9/3,23.2,8,1,31.1,8,1,16.2,8,1
1994/9/4,23.9,8,1,30.2,8,1,18.3,8,1
1994/9/5,23.5,8,1,28.9,8,1,18.0,8,1
1994/9/6,25.3,8,1,32.0,8,1,19.2,8,1
1994/9/7,23.6,8,1,27.6,8,1,21.8,8,1
1994/9/8,21.8,8,1,24.2,8,1,20.2,8,1
1994/9/9,22.9,8,1,27.6,8,1,19.1,8,1
1994/9/10,22.4,8,1,26.5,8,1,19.2,8,1
1994/9/11,25.7,8,1,31.3,8,1,21.1,8,1
1994/9/12,22.8,8,1,26.7,8,1,18.3,8,1
1994/9/13,17.2,8,1,18.3,8,1,16.6,8,1
1994/9/14,18.9,8,1,21.1,8,1,17.1,8,1
1994/9/15,20.2,8,1,21.2,8,1,18.5,8,1
1994/9/16,22.9,8,1,26.6,8,1,19.1,8,1
1994/9/17,24.2,8,1,27.0,8,1,22.2,8,1
1994/9/18,23.1,8,1,26.7,8,1,18.7,8,1
1994/9/19,22.5,8,1,28.6,8,1,18.3,8,1
1994/9/20,22.7,8,1,26.8,8,1,18.8,8,1
1994/9/21,19.9,8,1,24.8,8,1,15.5,8,1
1994/9/22,17.9,8,1,22.3,8,1,15.0,8,1
1994/9/23,18.6,8,1,21.3,8,1,17.0,8,1
1994/9/24,19.0,8,1,21.4,8,1,16.8,8,1
1994/9/25,19.3,8,1,23.4,8,1,16.5,8,1
1994/9/26,18.3,8,1,23.8,8,1,12.2,8,1
1994/9/27,16.8,8,1,18.1,8,1,15.8,8,1
1994/9/28,18.1,8,1,20.5,8,1,16.4,8,1
1994/9/29,17.7,8,1,19.0,8,1,17.1,8,1
1994/9/30,24.9,8,1,28.5,8,1,21.0,8,1
1994/10/1,21.5,8,1,24.0,8,1,17.8,8,1
1994/10/2,18.8,8,1,23.5,8,1,16.2,8,1
1994/10/3,18.2,8,1,21.4,8,1,15.8,8,1
1994/10/4,16.8,8,1,19.5,8,1,15.2,8,1
1994/10/5,18.1,8,1,21.3,8,1,15.1,8,1
1994/10/6,18.0,8,1,23.7,8,1,14.6,8,1
