ダウンロードした時刻：2026/02/28 23:58:28

,白石,白石,白石,白石,白石,白石,白石,白石,白石
年月日,平均気温(℃),平均気温(℃),平均気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最低気温(℃),最低気温(℃),最低気温(℃)
,,,,,,,,,
,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号
1991/2/18,0.7,8,1,2.9,8,1,-1.8,8,1
1991/2/19,-0.5,8,1,1.7,8,1,-2.2,8,1
1991/2/20,-2.3,8,1,0.3,8,1,-6.5,8,1
1991/2/21,0.8,8,1,4.2,8,1,-4.5,8,1
1991/2/22,0.0,8,1,2.0,8,1,-2.0,8,1
1991/2/23,-1.1,8,1,1.4,8,1,-4.5,8,1
1991/2/24,-3.7,8,1,-0.6,8,1,-6.2,8,1
1991/2/25,-0.7,8,1,1.8,8,1,-4.7,8,1
1991/2/26,2.8,8,1,6.2,8,1,-0.8,8,1
1991/2/27,4.8,8,1,9.1,8,1,0.8,8,1
1991/2/28,5.5,8,1,13.0,8,1,0.2,8,1
1991/3/1,1.9,8,1,3.2,8,1,-0.6,8,1
1991/3/2,2.2,8,1,6.1,8,1,-2.8,8,1
1991/3/3,2.3,8,1,4.7,8,1,-0.2,8,1
1991/3/4,5.3,8,1,13.2,8,1,-2.8,8,1
1991/3/5,9.4,8,1,14.9,8,1,2.6,8,1
1991/3/6,8.9,8,1,16.2,8,1,0.8,8,1
1991/3/7,4.2,8,1,6.3,8,1,1.0,8,1
1991/3/8,2.1,8,1,6.0,8,1,-0.3,8,1
1991/3/9,2.9,8,1,7.5,8,1,-0.2,8,1
1991/3/10,4.6,8,1,6.6,8,1,2.4,8,1
1991/3/11,1.2,8,1,2.1,8,1,0.1,8,1
1991/3/12,4.6,8,1,8.7,8,1,1.2,8,1
1991/3/13,3.8,8,1,7.3,8,1,-0.2,8,1
1991/3/14,0.4,8,1,3.3,8,1,-2.1,8,1
1991/3/15,0.9,8,1,4.0,8,1,-1.7,8,1
1991/3/16,0.3,5,1,2.2,4,1,-1.3,4,1
1991/3/17,3.5,5,1,7.8,4,1,-1.0,4,1
1991/3/18,4.3,8,1,9.3,8,1,-0.4,8,1
1991/3/19,7.2,8,1,15.2,8,1,-2.4,8,1
1991/3/20,9.8,8,1,19.0,8,1,2.4,8,1
1991/3/21,3.6,5,1,7.0,4,1,-2.8,4,1
1991/3/22,2.6,8,1,7.9,8,1,-4.2,8,1
1991/3/23,8.7,8,1,13.5,8,1,4.2,8,1
1991/3/24,10.2,8,1,16.6,8,1,4.3,8,1
1991/3/25,5.6,8,1,8.1,8,1,2.7,8,1
1991/3/26,9.2,8,1,16.2,8,1,3.4,8,1
1991/3/27,3.1,8,1,5.6,8,1,0.5,8,1
1991/3/28,5.1,8,1,6.5,8,1,2.9,8,1
1991/3/29,6.2,8,1,10.9,8,1,1.6,8,1
1991/3/30,9.2,8,1,14.7,8,1,2.9,8,1
1991/3/31,7.4,8,1,9.3,8,1,4.5,8,1
1991/4/1,3.7,8,1,7.3,8,1,-1.7,8,1
1991/4/2,2.8,8,1,9.4,8,1,-3.4,8,1
1991/4/3,4.4,8,1,13.0,8,1,-3.0,8,1
1991/4/4,6.9,8,1,17.5,8,1,-1.9,8,1
1991/4/5,10.3,8,1,18.7,8,1,2.0,8,1
1991/4/6,14.5,8,1,21.9,8,1,5.8,8,1
1991/4/7,9.8,8,1,12.8,8,1,7.3,8,1
1991/4/8,7.8,8,1,9.1,8,1,6.2,8,1
1991/4/9,11.7,8,1,18.1,8,1,5.9,8,1
1991/4/10,9.0,8,1,16.0,8,1,3.9,8,1
1991/4/11,15.9,8,1,23.8,8,1,7.8,8,1
1991/4/12,11.2,8,1,16.6,8,1,5.7,8,1
1991/4/13,12.0,8,1,16.4,8,1,6.9,8,1
1991/4/14,11.6,8,1,14.8,8,1,4.2,8,1
1991/4/15,10.8,8,1,18.6,8,1,2.1,8,1
1991/4/16,14.1,8,1,19.3,8,1,8.5,8,1
1991/4/17,14.5,8,1,22.1,8,1,4.0,8,1
1991/4/18,15.1,8,1,23.9,8,1,5.7,8,1
1991/4/19,10.3,8,1,17.7,8,1,5.4,8,1
1991/4/20,8.4,8,1,12.7,8,1,2.6,8,1
1991/4/21,9.2,8,1,16.2,8,1,1.2,8,1
1991/4/22,10.9,8,1,17.6,8,1,5.5,8,1
1991/4/23,12.0,8,1,19.3,8,1,2.5,8,1
1991/4/24,17.0,8,1,22.5,8,1,12.3,8,1
1991/4/25,12.7,8,1,15.0,8,1,10.5,8,1
1991/4/26,16.7,8,1,21.6,8,1,11.8,8,1
1991/4/27,13.4,8,1,18.5,8,1,6.2,8,1
1991/4/28,12.5,8,1,19.1,8,1,4.3,8,1
1991/4/29,14.5,8,1,18.3,8,1,12.3,8,1
1991/4/30,13.2,8,1,15.7,8,1,9.2,8,1
1991/5/1,10.3,8,1,16.0,8,1,5.8,8,1
1991/5/2,10.5,8,1,16.1,8,1,6.5,8,1
1991/5/3,8.1,8,1,11.9,8,1,5.1,8,1
1991/5/4,9.4,8,1,14.5,8,1,3.8,8,1
1991/5/5,10.6,8,1,17.7,8,1,2.4,8,1
1991/5/6,14.2,8,1,22.8,8,1,5.1,8,1
1991/5/7,16.9,8,1,22.1,8,1,12.3,8,1
1991/5/8,18.7,8,1,22.9,8,1,14.9,8,1
1991/5/9,16.0,8,1,18.6,8,1,12.3,8,1
1991/5/10,17.2,8,1,24.3,8,1,9.6,8,1
1991/5/11,17.5,8,1,24.7,8,1,9.2,8,1
1991/5/12,15.1,8,1,20.0,8,1,10.0,8,1
1991/5/13,17.1,8,1,22.2,8,1,12.5,8,1
1991/5/14,18.8,8,1,24.9,8,1,12.7,8,1
1991/5/15,18.5,8,1,24.4,8,1,11.4,8,1
1991/5/16,18.5,8,1,21.9,8,1,16.0,8,1
1991/5/17,16.7,8,1,18.6,8,1,15.6,8,1
1991/5/18,18.6,8,1,23.4,8,1,13.9,8,1
1991/5/19,19.0,8,1,23.6,8,1,12.6,8,1
1991/5/20,14.9,8,1,19.9,8,1,10.8,8,1
1991/5/21,18.7,8,1,24.6,8,1,10.9,8,1
1991/5/22,20.1,8,1,25.3,8,1,16.5,8,1
1991/5/23,19.1,8,1,26.5,8,1,11.6,8,1
1991/5/24,17.0,8,1,24.2,8,1,9.1,8,1
1991/5/25,21.8,8,1,29.7,8,1,13.9,8,1
1991/5/26,14.6,8,1,18.1,8,1,12.3,8,1
1991/5/27,11.8,8,1,13.5,8,1,10.2,8,1
1991/5/28,13.5,8,1,17.7,8,1,9.6,8,1
1991/5/29,13.1,8,1,14.2,8,1,11.7,8,1
1991/5/30,13.9,8,1,17.0,8,1,11.4,8,1
1991/5/31,15.2,8,1,19.1,8,1,12.8,8,1
1991/6/1,17.2,8,1,20.2,8,1,13.9,8,1
1991/6/2,18.3,8,1,21.6,8,1,16.1,8,1
1991/6/3,18.2,8,1,21.8,8,1,16.2,8,1
1991/6/4,16.2,8,1,18.9,8,1,13.4,8,1
1991/6/5,17.9,8,1,23.1,8,1,11.9,8,1
1991/6/6,20.8,8,1,27.3,8,1,15.6,8,1
1991/6/7,20.3,8,1,27.5,8,1,13.1,8,1
1991/6/8,19.6,8,1,27.2,8,1,12.1,8,1
1991/6/9,21.1,8,1,27.1,8,1,14.8,8,1
1991/6/10,21.3,8,1,23.9,8,1,18.5,8,1
1991/6/11,25.1,8,1,29.5,8,1,19.9,8,1
1991/6/12,27.0,8,1,33.5,8,1,20.5,8,1
1991/6/13,24.0,8,1,31.1,8,1,19.0,8,1
1991/6/14,20.4,8,1,22.7,8,1,18.2,8,1
1991/6/15,18.9,8,1,23.8,8,1,13.8,8,1
1991/6/16,18.6,8,1,21.8,8,1,17.3,8,1
1991/6/17,19.0,8,1,21.9,8,1,16.4,8,1
1991/6/18,21.4,8,1,25.1,8,1,16.2,8,1
1991/6/19,21.9,8,1,26.3,8,1,19.5,8,1
1991/6/20,18.6,8,1,19.9,8,1,17.0,8,1
1991/6/21,17.9,8,1,20.0,8,1,15.9,8,1
1991/6/22,17.6,8,1,19.0,8,1,16.4,8,1
1991/6/23,18.2,8,1,18.8,8,1,17.0,8,1
1991/6/24,18.9,8,1,20.1,8,1,18.2,8,1
1991/6/25,20.9,8,1,24.3,8,1,18.5,8,1
1991/6/26,24.9,8,1,29.3,8,1,20.8,8,1
1991/6/27,25.0,8,1,28.3,8,1,22.1,8,1
1991/6/28,22.5,8,1,24.9,8,1,20.2,8,1
1991/6/29,22.5,8,1,28.3,8,1,19.0,8,1
1991/6/30,23.8,8,1,28.1,8,1,20.8,8,1
1991/7/1,18.3,8,1,22.8,8,1,17.1,8,1
1991/7/2,16.5,8,1,17.4,8,1,15.2,8,1
1991/7/3,20.3,8,1,23.7,8,1,15.4,8,1
1991/7/4,21.2,8,1,25.3,8,1,16.4,8,1
1991/7/5,19.7,8,1,20.9,8,1,18.4,8,1
1991/7/6,21.7,8,1,27.3,8,1,17.7,8,1
1991/7/7,20.8,8,1,24.1,8,1,16.2,8,1
1991/7/8,23.2,8,1,27.3,8,1,20.4,8,1
1991/7/9,21.2,8,1,25.6,8,1,18.0,8,1
1991/7/10,19.1,8,1,21.3,8,1,17.5,8,1
1991/7/11,23.6,8,1,26.6,8,1,20.9,8,1
1991/7/12,19.5,8,1,21.0,8,1,18.3,8,1
1991/7/13,17.8,8,1,18.5,8,1,16.8,8,1
1991/7/14,18.1,8,1,19.2,8,1,16.8,8,1
1991/7/15,19.3,8,1,21.9,8,1,17.7,8,1
1991/7/16,20.5,8,1,22.5,8,1,18.9,8,1
1991/7/17,21.7,8,1,27.2,8,1,18.0,8,1
1991/7/18,20.0,8,1,27.2,8,1,17.0,8,1
1991/7/19,18.1,8,1,20.4,8,1,16.7,8,1
1991/7/20,18.5,8,1,19.5,8,1,17.5,8,1
1991/7/21,23.5,8,1,30.4,8,1,18.3,8,1
1991/7/22,23.1,8,1,28.7,8,1,20.9,8,1
1991/7/23,25.8,8,1,33.3,8,1,21.3,8,1
1991/7/24,26.9,8,1,31.6,8,1,23.4,8,1
1991/7/25,24.8,8,1,29.3,8,1,21.6,8,1
1991/7/26,25.8,8,1,31.7,8,1,21.0,8,1
1991/7/27,25.0,8,1,29.6,8,1,21.4,8,1
1991/7/28,25.6,8,1,31.3,8,1,20.3,8,1
1991/7/29,23.4,8,1,26.9,8,1,20.8,8,1
1991/7/30,21.7,8,1,23.3,8,1,20.3,8,1
1991/7/31,24.9,8,1,29.2,8,1,21.6,8,1
1991/8/1,27.0,8,1,30.5,8,1,23.8,8,1
1991/8/2,27.2,8,1,32.2,8,1,22.7,8,1
1991/8/3,21.8,8,1,24.1,8,1,19.6,8,1
1991/8/4,19.2,8,1,20.5,8,1,17.1,8,1
1991/8/5,16.7,8,1,17.5,8,1,15.9,8,1
1991/8/6,17.6,8,1,18.8,8,1,16.0,8,1
1991/8/7,19.5,8,1,20.6,8,1,18.4,8,1
1991/8/8,20.9,8,1,25.1,8,1,19.4,8,1
1991/8/9,21.8,8,1,26.6,8,1,17.6,8,1
1991/8/10,19.6,8,1,20.9,8,1,18.3,8,1
1991/8/11,19.2,8,1,21.0,8,1,18.1,8,1
1991/8/12,21.4,8,1,26.1,8,1,18.9,8,1
1991/8/13,21.8,8,1,26.4,8,1,19.8,8,1
1991/8/14,21.4,8,1,25.9,8,1,19.1,8,1
1991/8/15,21.6,8,1,26.2,8,1,19.1,8,1
1991/8/16,20.5,8,1,25.8,8,1,18.2,8,1
1991/8/17,20.4,8,1,24.6,8,1,18.3,8,1
1991/8/18,21.3,8,1,24.7,8,1,17.2,8,1
1991/8/19,23.1,8,1,27.0,8,1,21.2,8,1
1991/8/20,23.4,8,1,25.3,8,1,21.9,8,1
1991/8/21,24.5,8,1,27.8,8,1,22.6,8,1
1991/8/22,27.3,8,1,31.6,8,1,23.7,8,1
1991/8/23,22.3,8,1,25.2,8,1,19.4,8,1
1991/8/24,19.9,8,1,24.1,8,1,15.2,8,1
1991/8/25,19.1,8,1,23.4,8,1,14.3,8,1
1991/8/26,22.8,8,1,30.7,8,1,17.9,8,1
1991/8/27,18.9,8,1,24.2,8,1,14.3,8,1
1991/8/28,18.9,8,1,24.9,8,1,12.4,8,1
1991/8/29,21.8,8,1,27.2,8,1,17.1,8,1
1991/8/30,25.7,8,1,30.4,8,1,20.6,8,1
1991/8/31,24.7,8,1,27.4,8,1,23.0,8,1
1991/9/1,24.2,8,1,29.2,8,1,18.8,8,1
1991/9/2,22.9,8,1,26.3,8,1,19.5,8,1
1991/9/3,23.5,8,1,27.1,8,1,21.1,8,1
1991/9/4,24.1,8,1,28.9,8,1,21.7,8,1
1991/9/5,24.6,8,1,28.3,8,1,21.5,8,1
1991/9/6,25.4,8,1,29.7,8,1,22.6,8,1
1991/9/7,24.3,8,1,28.8,8,1,22.2,8,1
1991/9/8,21.4,8,1,22.6,8,1,20.6,8,1
1991/9/9,21.7,8,1,24.9,8,1,20.1,8,1
1991/9/10,21.5,8,1,27.1,8,1,18.3,8,1
1991/9/11,20.2,8,1,22.1,8,1,18.7,8,1
1991/9/12,19.3,8,1,21.8,8,1,17.8,8,1
1991/9/13,17.3,8,1,17.9,8,1,16.3,8,1
1991/9/14,18.7,8,1,19.5,8,1,17.3,8,1
1991/9/15,18.3,8,1,20.0,8,1,16.5,8,1
1991/9/16,19.2,8,1,23.9,8,1,15.9,8,1
1991/9/17,18.4,8,1,20.8,8,1,16.5,8,1
1991/9/18,17.9,8,1,19.1,8,1,16.4,8,1
1991/9/19,17.8,8,1,19.0,8,1,15.2,8,1
1991/9/20,16.4,8,1,18.7,8,1,14.8,8,1
1991/9/21,16.1,8,1,17.3,8,1,14.9,8,1
1991/9/22,19.5,8,1,24.6,8,1,16.0,8,1
1991/9/23,19.4,8,1,24.9,8,1,15.2,8,1
1991/9/24,18.1,8,1,23.3,8,1,13.3,8,1
1991/9/25,18.9,8,1,24.2,8,1,15.5,8,1
1991/9/26,16.1,8,1,16.9,8,1,15.3,8,1
1991/9/27,19.5,8,1,23.2,8,1,15.8,8,1
1991/9/28,22.6,8,1,27.1,8,1,16.3,8,1
1991/9/29,17.5,8,1,23.5,8,1,12.8,8,1
1991/9/30,15.7,8,1,20.3,8,1,10.9,8,1
1991/10/1,16.0,8,1,16.7,8,1,15.2,8,1
1991/10/2,18.3,8,1,21.9,8,1,14.9,8,1
1991/10/3,18.7,8,1,25.0,8,1,13.2,8,1
1991/10/4,17.6,8,1,22.6,8,1,11.9,8,1
1991/10/5,18.0,8,1,21.9,8,1,14.8,8,1
1991/10/6,15.2,8,1,17.2,8,1,13.5,8,1
1991/10/7,16.0,8,1,17.1,8,1,14.9,8,1
1991/10/8,16.0,8,1,16.9,8,1,15.5,8,1
1991/10/9,15.0,8,1,16.2,8,1,14.4,8,1
1991/10/10,14.8,8,1,15.5,8,1,13.7,8,1
1991/10/11,16.1,8,1,17.2,8,1,14.9,8,1
1991/10/12,17.1,8,1,18.4,8,1,16.2,8,1
1991/10/13,16.7,8,1,18.0,8,1,15.2,8,1
1991/10/14,17.5,8,1,20.9,8,1,14.3,8,1
1991/10/15,14.0,8,1,16.5,8,1,12.3,8,1
1991/10/16,14.3,8,1,18.9,8,1,12.1,8,1
1991/10/17,14.7,8,1,16.3,8,1,12.4,8,1
1991/10/18,16.5,8,1,21.0,8,1,11.0,8,1
1991/10/19,14.3,8,1,17.9,8,1,10.6,8,1
1991/10/20,13.3,8,1,18.5,8,1,9.6,8,1
1991/10/21,11.9,8,1,17.9,8,1,8.3,8,1
1991/10/22,12.9,8,1,19.5,8,1,9.0,8,1
1991/10/23,11.1,8,1,16.3,8,1,6.7,8,1
1991/10/24,12.0,8,1,18.8,8,1,6.8,8,1
1991/10/25,10.7,8,1,12.5,8,1,8.9,8,1
1991/10/26,12.2,8,1,18.3,8,1,6.7,8,1
1991/10/27,14.6,8,1,18.8,8,1,11.4,8,1
1991/10/28,15.7,8,1,18.1,8,1,14.0,8,1
1991/10/29,13.9,8,1,18.3,8,1,8.4,8,1
1991/10/30,14.0,8,1,20.5,8,1,7.8,8,1
1991/10/31,11.6,8,1,14.7,8,1,7.5,8,1
1991/11/1,9.3,8,1,13.2,8,1,6.2,8,1
1991/11/2,10.9,8,1,13.9,8,1,8.7,8,1
1991/11/3,10.9,8,1,17.5,8,1,5.6,8,1
1991/11/4,10.0,8,1,15.7,8,1,4.5,8,1
1991/11/5,7.2,8,1,12.1,8,1,3.5,8,1
1991/11/6,6.3,8,1,13.4,8,1,0.2,8,1
1991/11/7,7.7,8,1,16.4,8,1,1.4,8,1
1991/11/8,11.5,8,1,16.8,8,1,5.3,8,1
1991/11/9,10.8,8,1,14.6,8,1,3.6,8,1
1991/11/10,9.7,8,1,15.0,8,1,4.8,8,1
1991/11/11,8.0,8,1,11.2,8,1,2.2,8,1
1991/11/12,6.5,8,1,11.5,8,1,0.5,8,1
1991/11/13,9.2,8,1,12.3,8,1,6.4,8,1
1991/11/14,6.7,8,1,9.2,8,1,2.6,8,1
1991/11/15,6.7,8,1,10.8,8,1,3.5,8,1
1991/11/16,6.8,8,1,11.5,8,1,2.4,8,1
1991/11/17,7.1,8,1,15.6,8,1,0.1,8,1
1991/11/18,8.1,8,1,12.5,8,1,3.8,8,1
1991/11/19,8.3,8,1,15.8,8,1,2.6,8,1
1991/11/20,7.6,8,1,10.7,8,1,5.5,8,1
1991/11/21,5.7,8,1,9.3,8,1,0.3,8,1
1991/11/22,5.8,8,1,13.9,8,1,-1.0,8,1
1991/11/23,10.6,8,1,15.7,8,1,3.5,8,1
1991/11/24,6.9,8,1,11.2,8,1,1.7,8,1
1991/11/25,3.8,8,1,6.1,8,1,0.6,8,1
1991/11/26,4.6,8,1,10.8,8,1,-0.9,8,1
1991/11/27,6.6,8,1,14.7,8,1,-0.9,8,1
1991/11/28,9.7,8,1,11.3,8,1,8.3,8,1
1991/11/29,8.9,8,1,11.8,8,1,4.3,8,1
1991/11/30,7.0,8,1,11.7,8,1,2.2,8,1
1991/12/1,7.9,8,1,13.2,8,1,4.7,8,1
1991/12/2,6.1,8,1,12.0,8,1,0.5,8,1
1991/12/3,5.2,8,1,12.6,8,1,-0.9,8,1
1991/12/4,6.8,8,1,11.0,8,1,1.7,8,1
1991/12/5,6.4,8,1,14.9,8,1,1.1,8,1
1991/12/6,7.8,8,1,16.1,8,1,1.4,8,1
1991/12/7,10.0,8,1,16.4,8,1,4.8,8,1
1991/12/8,2.8,8,1,4.2,8,1,-0.4,8,1
1991/12/9,2.0,8,1,6.3,8,1,-1.5,8,1
1991/12/10,2.5,8,1,4.6,8,1,-0.3,8,1
1991/12/11,3.8,8,1,8.7,8,1,-2.3,8,1
1991/12/12,1.7,8,1,4.4,8,1,-0.1,8,1
1991/12/13,2.0,8,1,5.2,8,1,-1.7,8,1
1991/12/14,5.1,8,1,8.0,8,1,1.8,8,1
1991/12/15,6.9,8,1,11.8,8,1,2.4,8,1
1991/12/16,4.8,8,1,13.2,8,1,0.1,8,1
1991/12/17,6.3,8,1,14.4,8,1,-1.0,8,1
1991/12/18,9.8,8,1,16.0,8,1,6.0,8,1
1991/12/19,4.7,8,1,7.1,8,1,1.5,8,1
1991/12/20,1.3,8,1,5.8,8,1,-1.9,8,1
1991/12/21,3.6,8,1,10.4,8,1,-2.8,8,1
1991/12/22,4.2,8,1,9.4,8,1,-0.5,8,1
1991/12/23,6.2,8,1,11.7,8,1,-0.9,8,1
1991/12/24,11.0,8,1,15.9,8,1,6.9,8,1
1991/12/25,3.7,8,1,5.9,8,1,-0.7,8,1
1991/12/26,0.5,8,1,2.8,8,1,-1.6,8,1
1991/12/27,0.7,8,1,3.7,8,1,-2.4,8,1
1991/12/28,1.9,8,1,5.4,8,1,-0.1,8,1
1991/12/29,0.4,8,1,3.4,8,1,-1.7,8,1
1991/12/30,-0.2,8,1,1.1,8,1,-3.0,8,1
1991/12/31,1.4,8,1,4.9,8,1,-1.5,8,1
1992/1/1,2.8,8,1,6.0,8,1,0.3,8,1
1992/1/2,2.4,8,1,7.9,8,1,-1.0,8,1
1992/1/3,3.1,8,1,7.2,8,1,-0.9,8,1
1992/1/4,3.5,8,1,5.4,8,1,0.8,8,1
1992/1/5,5.2,8,1,7.4,8,1,2.6,8,1
1992/1/6,2.1,8,1,5.2,8,1,-1.2,8,1
1992/1/7,1.9,8,1,4.4,8,1,0.1,8,1
1992/1/8,6.7,8,1,9.1,8,1,3.7,8,1
1992/1/9,0.6,8,1,2.6,8,1,0.0,8,1
1992/1/10,0.6,8,1,3.1,8,1,-2.8,8,1
1992/1/11,3.7,8,1,7.3,8,1,-1.1,8,1
1992/1/12,3.7,8,1,10.7,8,1,-3.4,8,1
1992/1/13,6.6,8,1,10.2,8,1,3.3,8,1
1992/1/14,1.8,8,1,5.3,8,1,-2.5,8,1
1992/1/15,0.1,8,1,3.7,8,1,-3.6,8,1
1992/1/16,0.0,8,1,6.4,8,1,-5.1,8,1
1992/1/17,4.3,8,1,9.7,8,1,-0.2,8,1
1992/1/18,2.3,8,1,4.9,8,1,-0.4,8,1
1992/1/19,1.3,8,1,4.3,8,1,-1.1,8,1
1992/1/20,1.3,8,1,4.4,8,1,-1.2,8,1
1992/1/21,2.3,8,1,7.0,8,1,-2.2,8,1
1992/1/22,2.2,8,1,8.8,8,1,-3.1,8,1
1992/1/23,0.5,8,1,3.3,8,1,-1.4,8,1
1992/1/24,0.0,8,1,3.1,8,1,-2.8,8,1
1992/1/25,1.1,8,1,5.9,8,1,-4.0,8,1
1992/1/26,2.5,8,1,6.4,8,1,-2.2,8,1
1992/1/27,2.7,8,1,11.4,8,1,-3.5,8,1
1992/1/28,3.2,8,1,6.1,8,1,0.5,8,1
1992/1/29,0.0,8,1,2.9,8,1,-2.7,8,1
1992/1/30,0.5,8,1,4.2,8,1,-2.4,8,1
1992/1/31,-0.7,8,1,1.1,8,1,-2.5,8,1
1992/2/1,-0.2,8,1,2.5,8,1,-2.4,8,1
1992/2/2,1.0,8,1,3.5,8,1,-2.7,8,1
1992/2/3,3.3,8,1,10.0,8,1,-1.3,8,1
1992/2/4,3.0,8,1,7.4,8,1,-0.4,8,1
1992/2/5,1.1,8,1,4.0,8,1,-1.2,8,1
1992/2/6,0.7,8,1,5.7,8,1,-2.2,8,1
1992/2/7,1.6,8,1,7.2,8,1,-2.8,8,1
1992/2/8,0.0,8,1,3.5,8,1,-2.7,8,1
1992/2/9,0.6,8,1,3.7,8,1,-2.3,8,1
1992/2/10,2.4,8,1,9.6,8,1,-4.4,8,1
1992/2/11,0.4,8,1,2.7,8,1,-3.2,8,1
1992/2/12,2.5,8,1,10.8,8,1,-5.0,8,1
1992/2/13,4.5,8,1,8.3,8,1,0.3,8,1
1992/2/14,2.1,8,1,6.8,8,1,-1.6,8,1
1992/2/15,4.3,8,1,11.3,8,1,-2.5,8,1
1992/2/16,3.0,8,1,10.8,8,1,-1.2,8,1
1992/2/17,1.2,8,1,4.6,8,1,-2.4,8,1
1992/2/18,2.1,8,1,8.6,8,1,-4.5,8,1
1992/2/19,0.4,8,1,2.4,8,1,-3.1,8,1
1992/2/20,-1.1,8,1,3.5,8,1,-4.9,8,1
1992/2/21,-1.3,8,1,3.8,8,1,-6.4,8,1
1992/2/22,-0.3,8,1,2.0,8,1,-2.0,8,1
1992/2/23,1.9,8,1,3.9,8,1,-0.9,8,1
1992/2/24,2.2,8,1,6.9,8,1,-2.8,8,1
1992/2/25,2.2,8,1,6.1,8,1,0.1,8,1
1992/2/26,1.9,8,1,5.0,8,1,-1.9,8,1
1992/2/27,4.6,8,1,9.5,8,1,-3.1,8,1
1992/2/28,3.7,8,1,10.3,8,1,-2.1,8,1
1992/2/29,9.8,8,1,15.1,8,1,2.1,8,1
1992/3/1,8.5,5,1,12.1,4,1,5.2,4,1
1992/3/2,3.2,8,1,5.9,8,1,-1.2,8,1
1992/3/3,0.4,8,1,4.5,8,1,-4.2,8,1
1992/3/4,1.2,8,1,6.2,8,1,-3.7,8,1
1992/3/5,-0.9,8,1,0.6,8,1,-3.8,8,1
1992/3/6,1.7,8,1,3.8,8,1,-0.4,8,1
1992/3/7,1.4,8,1,3.9,8,1,-1.4,8,1
1992/3/8,3.1,8,1,9.3,8,1,-3.2,8,1
1992/3/9,4.8,8,1,13.2,8,1,-1.0,8,1
1992/3/10,5.6,8,1,12.6,8,1,0.3,8,1
1992/3/11,5.9,8,1,9.6,8,1,0.8,8,1
1992/3/12,3.0,8,1,9.1,8,1,-2.3,8,1
1992/3/13,7.1,8,1,13.2,8,1,-0.7,8,1
1992/3/14,8.5,8,1,15.7,8,1,2.5,8,1
1992/3/15,9.5,8,1,15.0,8,1,5.1,8,1
1992/3/16,6.5,8,1,9.0,8,1,1.4,8,1
1992/3/17,2.0,8,1,5.2,8,1,-0.5,8,1
1992/3/18,0.7,8,1,2.3,8,1,-0.4,8,1
1992/3/19,3.2,8,1,8.5,8,1,0.6,8,1
1992/3/20,5.8,8,1,10.2,8,1,2.3,8,1
1992/3/21,-0.3,8,1,2.4,8,1,-2.3,8,1
1992/3/22,0.9,8,1,4.5,8,1,-2.9,8,1
1992/3/23,1.6,8,1,6.5,8,1,-2.5,8,1
1992/3/24,2.0,8,1,4.2,8,1,0.0,8,1
1992/3/25,6.4,8,1,10.3,8,1,2.1,8,1
1992/3/26,7.8,8,1,13.0,8,1,1.5,8,1
1992/3/27,5.6,8,1,11.7,8,1,-0.1,8,1
1992/3/28,6.9,8,1,13.7,8,1,0.4,8,1
1992/3/29,6.9,8,1,9.6,8,1,3.1,8,1
1992/3/30,9.6,8,1,11.8,8,1,7.3,8,1
1992/3/31,9.8,8,1,15.0,8,1,5.2,8,1
1992/4/1,9.4,8,1,12.2,8,1,6.2,8,1
1992/4/2,12.5,8,1,16.5,8,1,9.9,8,1
1992/4/3,11.1,8,1,18.6,8,1,4.6,8,1
1992/4/4,10.3,8,1,17.4,8,1,2.4,8,1
1992/4/5,10.3,8,1,11.3,8,1,9.5,8,1
1992/4/6,10.5,8,1,17.3,8,1,5.9,8,1
1992/4/7,4.6,8,1,7.3,8,1,2.4,8,1
1992/4/8,7.7,8,1,13.7,8,1,2.3,8,1
1992/4/9,12.0,8,1,16.2,8,1,8.1,8,1
1992/4/10,7.4,8,1,10.8,8,1,3.2,8,1
1992/4/11,4.8,8,1,6.4,8,1,3.5,8,1
1992/4/12,6.2,8,1,11.7,8,1,1.3,8,1
1992/4/13,4.2,8,1,7.5,8,1,1.7,8,1
1992/4/14,6.4,8,1,11.0,8,1,2.0,8,1
1992/4/15,7.3,8,1,12.0,8,1,0.9,8,1
1992/4/16,8.9,8,1,11.6,8,1,6.1,8,1
1992/4/17,8.8,8,1,12.1,8,1,4.3,8,1
1992/4/18,11.5,8,1,17.8,8,1,1.8,8,1
1992/4/19,12.6,8,1,15.5,8,1,6.3,8,1
1992/4/20,9.7,8,1,16.1,8,1,4.4,8,1
1992/4/21,10.6,8,1,16.9,8,1,4.7,8,1
1992/4/22,11.3,8,1,17.5,8,1,5.2,8,1
1992/4/23,12.9,8,1,17.3,8,1,8.2,8,1
1992/4/24,14.2,8,1,23.1,8,1,4.1,8,1
1992/4/25,12.7,8,1,15.5,8,1,9.3,8,1
1992/4/26,14.2,8,1,21.7,8,1,4.2,8,1
1992/4/27,18.3,8,1,26.5,8,1,8.8,8,1
1992/4/28,13.8,8,1,23.9,8,1,6.3,8,1
1992/4/29,13.9,8,1,17.5,8,1,9.4,8,1
1992/4/30,6.4,8,1,8.2,8,1,3.9,8,1
1992/5/1,9.5,8,1,13.2,8,1,4.2,8,1
1992/5/2,13.1,8,1,19.5,8,1,7.7,8,1
1992/5/3,13.9,8,1,16.9,8,1,10.4,8,1
