鳴子,（※空欄はデータがなし）
年月日,貯水位（m）,流入量（m3/S）,放流量（m3/S）
1993/1/1,241.2,6.62,12.89
1993/1/2,240.8,7.21,12.74
1993/1/3,240.75,16.59,12.83
1993/1/4,240.86,11.42,12.84
1993/1/5,260.35,5.71,20.31
1993/1/6,239.27,3.54,20.82
1993/1/7,238.23,4.03,18.74
1993/1/8,237.57,8.28,10.64
1993/1/9,237.41,7.48,10.12
1993/1/10,237.22,7.74,10.1
1993/1/11,237.34,9.63,3.66
1993/1/12,237.79,8.61,3.06
1993/1/13,238.18,8.7,3.08
1993/1/14,238.55,8.61,3.11
1993/1/15,238.93,8.56,3.15
1993/1/16,238.3,8.73,3.16
1993/1/17,239.66,8.14,3.17
1993/1/18,239.96,7.75,3.17
1993/1/19,240.27,7.88,3.2
1993/1/20,240.57,7.92,3.23
1993/1/21,240.86,7.16,2.79
1993/1/22,241.12,6.7,2.7
1993/1/23,241.41,6.12,0.49
1993/1/24,241.78,5.89,0.1
1993/1/25,242,5.95,4.82
1993/1/26,242.1,6.88,3.91
1993/1/27,242.31,7.09,3.31
1993/1/28,242.53,6.62,3.33
1993/1/29,242.73,6.46,3.35
1993/1/30,242.96,7.34,3.37
1993/1/31,243.17,6.74,3.38
1993/2/1,243.36,6.57,3.38
1993/2/2,243.53,5.34,3.16
1993/2/3,243.63,5.06,3.38
1993/2/4,243.72,4.72,3.38
1993/2/5,243.82,6.24,3.38
1993/2/6,244.61,36.17,3.43
1993/2/7,248.34,94.9,13.59
1993/2/8,250.39,27.71,9.3
1993/2/9,250.81,16.01,12.13
1993/2/10,251,13.11,8.21
1993/2/11,251.15,11.83,9.72
1993/2/12,251.08,9.33,16.55
1993/2/13,250.58,7.89,19.73
1993/2/14,250,6.81,19.99
1993/2/15,249.58,7.72,12.17
1993/2/16,249.37,7.59,12.02
1993/2/17,249.11,8.61,16.34
1993/2/18,248.8,7.72,12.02
1993/2/19,248.56,6.86,11.98
1993/2/20,248.3,6.44,11.97
1993/2/21,248.04,7.08,11.96
1993/2/22,247.81,7.79,11.95
1993/2/23,247.62,7.97,11.93
1993/2/24,247.39,6.77,11.92
1993/2/25,247.12,6.38,11.9
1993/2/26,246.82,6.15,11.88
1993/2/27,246.52,5.95,11.86
1993/2/28,246.24,7.64,11.84
1993/3/1,246.02,6.75,11.83
1993/3/2,245.73,6.47,11.81
1993/3/3,245.45,6.54,11.87
1993/3/4,245.14,6.3,12
1993/3/5,244.83,7.45,11.97
1993/3/6,244.83,15.38,11.95
1993/3/7,244.94,12.31,11.96
1993/3/8,244.88,9.13,12.02
1993/3/9,244.68,8.17,12.14
1993/3/10,244.44,7.75,12.1
1993/3/11,244.18,7.62,12.07
1993/3/12,243.91,7.16,12.05
1993/3/13,243.61,6.66,12.02
1993/3/14,243.29,6.61,11.98
1993/3/15,242.95,6.15,11.95
1993/3/16,242.52,5.73,11.82
1993/3/17,242.06,5.05,14.53
1993/3/18,241.49,5.43,12.18
1993/3/19,241.06,5.05,12.71
1993/3/20,240.95,7.14,7.77
1993/3/21,240.91,7.44,7.76
1993/3/22,240.59,6.5,12.13
1993/3/23,240.31,9.22,12.2
1993/3/24,240.25,16.18,12.27
1993/3/25,241.07,29.99,12.16
1993/3/26,242.14,27.53,11.84
1993/3/27,243.21,23.97,7.8
1993/3/28,244,18.51,7.83
1993/3/29,244.25,12.94,11.91
1993/3/30,244.23,10.95,11.98
1993/3/31,244.22,16.1,11.96
1993/4/1,245.13,43.36,20.34
1993/4/2,246.47,41.81,20.55
1993/4/3,247.3,34.99,20.42
1993/4/4,247.85,26.68,20.33
1993/4/5,248.02,21.5,20.3
1993/4/6,247.95,16.53,20.31
1993/4/7,247.74,16.98,20.35
1993/4/8,247.56,15.45,20.39
1993/4/9,247.22,12.52,20.44
1993/4/10,246.78,11.48,20.46
1993/4/11,246.28,10.3,20.43
1993/4/12,245.92,12.29,14.88
1993/4/13,245.85,13.69,14.06
1993/4/14,245.98,15.69,10.44
1993/4/15,246.42,21.49,10.03
1993/4/16,247.23,29.66,10.06
1993/4/17,248.27,31.03,10.11
1993/4/18,249.44,36.38,10.16
1993/4/19,250.29,24.31,14.83
1993/4/20,250.61,21.02,15
1993/4/21,250.9,22.52,15.02
1993/4/22,251.37,29,15.07
1993/4/23,252.28,42.62,18.5
1993/4/24,253.16,37.81,20.49
1993/4/25,253.64,54.61,55.3
1993/4/26,253.69,29.02,22.82
1993/4/27,253.87,26.31,24.02
1993/4/28,253.96,25.41,21.73
1993/4/29,254.07,21.44,21.67
1993/4/30,254.04,19.53,20.22
1993/5/1,254.07,18.54,16.93
1993/5/2,253.94,56.13,66.92
1993/5/3,253.55,52.69,55.68
1993/5/4,253.4,35.19,39.32
1993/5/5,253.24,30.39,32.7
1993/5/6,253.19,29,29.47
1993/5/7,253.2,30.2,30.43
1993/5/8,253.15,29.03,29.71
1993/5/9,253.13,31.32,29.26
1993/5/10,253.33,45.79,43.5
1993/5/11,253.34,40.97,41.65
1993/5/12,253.32,39.5,35.38
1993/5/13,253.15,80.59,100.8
1993/5/14,252.54,51.91,53.25
1993/5/15,252.69,29.93,24.1
1993/5/16,252.86,25.34,22.87
1993/5/17,252.93,23.98,22.87
1993/5/18,252.96,26.35,27.92
1993/5/19,252.94,23.78,22.22
1993/5/20,252.98,21.2,20.76
1993/5/21,252.97,19.06,19.73
1993/5/22,252.95,22.23,19.73
1993/5/23,253.15,22,19.71
1993/5/24,253.13,18.07,19.68
1993/5/25,253.04,16.97,19.25
1993/5/26,,,
1993/5/27,252.65,13.77,19.62
1993/5/28,252.43,13.96,19.12
1993/5/29,252.13,12.15,19.77
1993/5/30,251.77,11.68,19.81
1993/5/31,251.39,11.05,19.82
1993/6/1,251.02,11.18,17.97
1993/6/2,250.76,18.67,17.59
1993/6/3,252.31,121.33,89.31
1993/6/4,252.34,45.14,45.36
1993/6/5,252.46,22.73,19.82
1993/6/6,252.45,17.07,19.77
1993/6/7,252.26,14.13,19.75
1993/6/8,251.97,12.77,19.86
1993/6/9,251.61,11.5,19.93
1993/6/10,251.22,10.9,19.87
1993/6/11,250.88,13.33,19.78
1993/6/12,250.48,9.9,19.79
1993/6/13,250.28,27.93,19.96
1993/6/14,250.71,21.78,20.06
1993/6/15,251.08,69.78,62.91
1993/6/16,250.46,42.48,60.99
1993/6/17,249.81,19.11,35.2
1993/6/18,249,16.11,31.5
1993/6/19,248.48,32.75,34.19
1993/6/20,248.39,25.53,35.98
1993/6/21,247.72,18.62,32.14
1993/6/22,247.01,15.13,30.5
1993/6/23,246.24,13.26,25.85
1993/6/24,245.64,11.76,23.54
1993/6/25,244.95,10.19,23.47
1993/6/26,244.19,9.8,23.34
1993/6/27,243.36,8.9,23.16
1993/6/28,242.72,9.04,15.78
1993/6/29,242.34,8.7,15.11
1993/6/30,241.92,7.77,15.06
1993/7/1,241.45,7.27,15
1993/7/2,240.96,7.99,14.95
1993/7/3,241.02,19.51,14.95
1993/7/4,240.9,9.43,14.93
1993/7/5,240.54,9.42,14.88
1993/7/6,240.24,8.54,11.67
1993/7/7,240.1,8.3,10.49
1993/7/8,239.95,7.89,10.48
1993/7/9,239.8,10.76,10.46
1993/7/10,240.46,24.18,10.5
1993/7/11,240.9,13.99,10.55
1993/7/12,241.7,38.01,10.6
1993/7/13,242.89,26.02,17.73
1993/7/14,243.8,85.28,77.4
1993/7/15,243.61,36.97,37.99
1993/7/16,243.53,32.19,24.87
1993/7/17,243.19,17.63,24.33
1993/7/18,243.01,26.19,24.34
1993/7/19,243.2,23.06,21.9
1993/7/20,243.06,16.34,21.34
1993/7/21,242.81,15.42,17.39
1993/7/22,242.69,13.38,16.51
1993/7/23,242.45,12.04,16.48
1993/7/24,242.22,14.98,16.45
1993/7/25,242.25,16.61,16.45
1993/7/26,242.11,15.59,21.15
1993/7/27,241.59,11.59,19.72
1993/7/28,241.36,12.62,16.96
1993/7/29,242.05,46.97,21.31
1993/7/30,242.98,32.15,21.34
1993/7/31,243.2,30.8,35.33
1993/8/1,242.82,24.02,30.95
1993/8/2,242.45,17.69,24.74
1993/8/3,241.97,12.99,21.6
1993/8/4,241.54,13.34,18.33
1993/8/5,241.19,11.78,18.21
1993/8/6,240.79,12.4,18.18
1993/8/7,240.39,11.26,18.14
1993/8/8,239.92,10.47,18.1
1993/8/9,239.51,10.66,15.48
1993/8/10,239.14,12.03,19.18
1993/8/11,239.07,26.98,21.18
1993/8/12,239.26,19.25,21.2
1993/8/13,239.03,15.28,18.54
1993/8/14,238.86,15.82,18.28
1993/8/15,238.57,15.21,18.25
1993/8/16,238.51,16.09,18.25
1993/8/17,238.35,16.93,18.24
1993/8/18,238.14,13.18,18.22
1993/8/19,237.87,19.31,16.88
1993/8/20,238.27,20.13,16.37
1993/8/21,238.42,16.96,16.38
1993/8/22,238.39,16.37,16.37
1993/8/23,238.34,13.48,16.38
1993/8/24,238.04,11.23,16.35
1993/8/25,237.62,9.79,16.32
1993/8/26,237.15,19.25,19.53
1993/8/27,239.31,143.73,89.19
1993/8/28,241.14,69.31,66.59
1993/8/29,241.25,29.79,27.54
1993/8/30,241.34,19.86,21.31
1993/8/31,241.04,14.18,21.32
1993/9/1,240.49,11.12,21.28
1993/9/2,239.75,9.14,21.12
1993/9/3,239.09,15.05,23.64
1993/9/4,238.91,26.91,21.92
1993/9/5,239.13,13.22,14.42
1993/9/6,238.88,11.46,16.4
1993/9/7,238.5,10.73,16.09
1993/9/8,238.23,19.69,20.27
1993/9/9,237.81,16.33,30.68
1993/9/10,237.3,16.89,15.78
1993/9/11,237.34,12.29,13.4
1993/9/12,237.18,10.44,13.36
1993/9/13,236.83,10.27,15.7
1993/9/14,237.29,33.14,18.4
1993/9/15,237.88,16.79,14.57
1993/9/16,237.53,11.69,18.91
1993/9/17,238.05,86.22,22.65
1993/9/18,241.38,70.31,79.96
1993/9/19,241.21,30.31,22.59
1993/9/20,241.15,20.42,27.01
1993/9/21,240.66,15.73,24.53
1993/9/22,240.27,13.6,19.54
1993/9/23,240.08,11.86,14.97
1993/9/24,239.61,10.96,19.09
1993/9/25,239.21,7.82,14.14
1993/9/26,238.75,7.44,14.24
1993/9/27,238.24,7.64,16.28
1993/9/28,237.44,6.41,16.55
1993/9/29,237.16,10.9,10.35
1993/9/30,236.91,10.02,15.84
1993/10/1,236.54,8.62,13.73
1993/10/2,236.26,6.99,11.17
1993/10/3,235.91,6.79,11.1
1993/10/4,235.63,7.44,11.07
1993/10/5,235.21,5.58,12.05
1993/10/6,234.61,3.76,11.91
1993/10/7,234.11,7.28,10.46
1993/10/8,234.27,14.4,11.56
1993/10/9,234.61,13.75,5.25
1993/10/10,235.28,13.09,5.13
1993/10/11,235.83,10.71,5.18
1993/10/12,236.12,8.73,7.94
1993/10/13,236.03,7.7,9.25
1993/10/14,235.96,8.01,8.14
1993/10/15,235.94,7.62,8.11
1993/10/16,235.9,7.59,8.1
1993/10/17,235.85,7.47,8.09
1993/10/18,235.83,7.85,8.09
1993/10/19,235.77,7.07,8.08
1993/10/20,235.68,6.82,8.07
1993/10/21,235.57,6.69,8.05
1993/10/22,235.46,6.66,8.03
1993/10/23,235.36,7.38,8.01
1993/10/24,235.52,9.85,5.97
1993/10/25,235.72,9.62,8
1993/10/26,236.01,10.98,6.13
1993/10/27,236.27,8.99,7.16
1993/10/28,236.35,8.01,7.62
1993/10/29,236.34,7.43,7.69
1993/10/30,236.55,13.22,7.73
1993/10/31,237.07,21.64,7.81
1993/11/1,238.73,31.09,8.02
1993/11/2,239.68,16.9,8.17
1993/11/3,240.09,12.62,8.28
1993/11/4,240.26,10.38,8.67
1993/11/5,240.31,8.88,8.71
1993/11/6,240.35,8.9,8.27
1993/11/7,240.36,8.16,8.32
1993/11/8,240.3,7.47,8.72
1993/11/9,240.21,6.98,8.69
1993/11/10,240.1,6.74,8.61
1993/11/11,240.02,7.09,8.18
1993/11/12,239.94,7.06,8.26
1993/11/13,241.4,119.68,10.17
1993/11/14,249.36,122.88,38.53
1993/11/15,250.73,36.15,27.76
1993/11/16,250.92,21.71,21.07
1993/11/17,250.86,16.38,19.61
1993/11/18,250.72,14.44,17.67
1993/11/19,250.57,12.84,15.86
1993/11/20,250.4,11.47,14.48
1993/11/21,250.26,10.84,14.5
1993/11/22,250.12,11.12,14.35
1993/11/23,249.94,11.17,14.12
1993/11/24,249.86,11.81,14.32
1993/11/25,249.78,14.72,15.57
1993/11/26,249.71,15.51,16.15
1993/11/27,249.79,20.93,16.1
1993/11/28,250.18,24.72,16.37
1993/11/29,250.38,19.61,18.1
1993/11/30,250.41,17.03,16.38
1993/12/1,250.58,25.24,18.99
1993/12/2,250.69,21.26,21.7
1993/12/3,250.62,18.52,20.67
1993/12/4,250.52,13.13,16.14
1993/12/5,250.34,11.14,16.15
1993/12/6,250.14,11.47,16.63
1993/12/7,249.9,11.26,15.87
1993/12/8,249.62,9.53,16.3
1993/12/9,249.3,11.04,17.36
1993/12/10,249.04,11.05,15.03
1993/12/11,249.02,16.63,14.54
1993/12/12,249.03,12.74,14.62
1993/12/13,248.93,12.36,14.62
1993/12/14,248.96,12.4,9.52
1993/12/15,248.72,8.94,20.21
1993/12/16,248.15,8.22,20.01
1993/12/17,247.58,8.25,19.93
1993/12/18,246.96,7.66,19.87
1993/12/19,246.3,6.66,19.82
1993/12/20,245.59,6.49,19.75
1993/12/21,244.89,8.03,19.67
1993/12/22,244.4,9.29,14.52
1993/12/23,244.21,9.18,12.09
1993/12/24,244.03,8.69,12.08
1993/12/25,243.81,8.18,12.05
1993/12/26,243.59,8.52,12.04
1993/12/27,243.49,11.85,12.02
1993/12/28,243.42,9.66,12.01
1993/12/29,243.23,8.47,11.99
1993/12/30,243.01,8.13,11.96
1993/12/31,242.83,9.48,11.94
1994/1/1,242.63,8.13,11.91
1994/1/2,242.4,8.78,11.9
1994/1/3,242.31,11.08,11.9
1994/1/4,242.21,9.58,11.89
1994/1/5,242.04,8.44,11.86
1994/1/6,241.9,9.33,10.14
1994/1/7,241.82,7.96,10.06
1994/1/8,241.69,8.1,10.03
1994/1/9,241.56,7.96,10.05
1994/1/10,241.43,7.62,10.03
1994/1/11,241.26,7.29,10.02
1994/1/12,241.09,7.27,10
1994/1/13,240.9,6.84,9.97
1994/1/14,240.76,7.22,8.64
1994/1/15,240.67,7.05,8.61
1994/1/16,240.56,6.9,8.61
1994/1/17,240.49,8.3,8.61
1994/1/18,240.46,7.5,8.6
1994/1/19,240.38,7.34,8.59
1994/1/20,240.31,7.34,8.59
1994/1/21,240.21,6.88,8.59
1994/1/22,240.1,7.18,8.59
1994/1/23,240,6.74,8.58
1994/1/24,239.87,6.61,8.57
1994/1/25,239.74,6.76,8.57
1994/1/26,239.62,6.62,8.58
1994/1/27,239.49,6.31,8.57
1994/1/28,239.33,6.31,8.56
1994/1/29,239.18,6.16,8.56
1994/1/30,239.1,5.61,8.56
1994/1/31,238.82,6.24,8.55
1994/2/1,238.65,6.09,8.54
1994/2/2,238.52,6.18,7.78
1994/2/3,238.42,6.31,7.76
1994/2/4,238.31,6.31,7.75
1994/2/5,238.2,6.16,7.76
1994/2/6,238.09,6.02,7.75
1994/2/7,237.98,6.33,7.74
1994/2/8,237.87,6.2,7.73
1994/2/9,237.79,7.33,7.74
1994/2/10,237.79,7.31,7.73
1994/2/11,237.72,6.61,7.72
1994/2/12,237.63,6.17,7.7
1994/2/13,237.5,5.74,7.69
1994/2/14,237.17,4.46,10.69
1994/2/15,236.71,5.12,10.99
1994/2/16,236.25,4.71,10.33
1994/2/17,235.86,4.61,9.54
1994/2/18,235.55,5.24,8.37
1994/2/19,235.41,6.37,7.61
1994/2/20,235.33,7.12,7.61
1994/2/21,235.53,24.86,16.86
1994/2/22,236.46,19.83,10.17
1994/2/23,236.77,11.1,10.18
1994/2/24,236.76,9.53,10.19
1994/2/25,236.72,8.85,8.33
1994/2/26,236.78,8.4,7.87
1994/2/27,236.81,8.26,7.87
1994/2/28,236.84,8,7.87
1994/3/1,236.76,6.97,8.54
1994/3/2,236.67,6.6,7.91
1994/3/3,236.55,6.32,7.88
1994/3/4,236.46,7.09,7.76
1994/3/5,236.43,7.19,7.83
1994/3/6,236.36,6.78,7.83
1994/3/7,236.28,6.79,7.83
1994/3/8,236.32,11.63,7.83
1994/3/9,236.81,19.85,14.76
1994/3/10,237.01,12.62,10.45
1994/3/11,237.08,9.88,10.02
1994/3/12,237.02,8.53,10.02
1994/3/13,236.86,7.52,10.01
1994/3/14,236.64,6.86,10
1994/3/15,236.47,7.33,8.38
1994/3/16,236.42,7.49,8.14
1994/3/17,236.38,7.47,8.12
1994/3/18,236.32,7.29,8.08
1994/3/19,236.29,8.47,8.08
1994/3/20,236.37,9.39,8.08
1994/3/21,236.43,8.23,8.09
1994/3/22,236.43,8.34,8.09
1994/3/23,236.53,12.81,8.1
1994/3/24,237.3,22.13,11.86
1994/3/25,237.61,12.66,12.24
1994/3/26,237.51,9.61,12.24
1994/3/27,237.4,9.55,8.85
1994/3/28,237.64,14.48,8.09
1994/3/29,238.15,14.09,8.06
1994/3/30,238.46,11.75,8.14
1994/3/31,238.74,12.43,8.09
1994/4/1,239.14,16.61,8.1
1994/4/2,240,27.18,8.11
1994/4/3,241.22,22.16,8.16
1994/4/4,241.98,21.85,8.19
1994/4/5,243.07,32.11,9.82
1994/4/6,244.55,37.15,10.04
1994/4/7,246.09,44.94,17.16
1994/4/8,247.01,27.26,20.5
1994/4/9,247.08,17.73,20.49
1994/4/10,246.81,14.18,20.48
1994/4/11,246.67,16.34,15.01
1994/4/12,247.01,31.61,15.18
1994/4/13,248.05,36.78,20.29
1994/4/14,248.52,25.12,20.2
1994/4/15,248.79,27.31,20.14
1994/4/16,249.19,29.35,20.1
1994/4/17,249.64,29.4,20.1
1994/4/18,249.96,24.1,20.1
1994/4/19,250.12,23.55,20.1
1994/4/20,250.33,25.64,20.03
1994/4/21,250.59,24.68,19.09
1994/4/22,250.83,23.77,19.04
1994/4/23,250.99,21.6,19.04
1994/4/24,251.27,28.13,19.07
1994/4/25,251.72,27.38,16.37
1994/4/26,252.15,23.53,15.92
1994/4/27,252.43,20.8,15.86
1994/4/28,252.62,19.7,15.88
1994/4/29,252.83,22.46,15.25
1994/4/30,253.08,19.65,15.87
1994/5/1,253.18,16.58,15.39
1994/5/2,253.05,13.61,19.52
1994/5/3,252.79,14.38,19.54
1994/5/4,252.67,22.23,19.55
1994/5/5,253,26.55,19.52
1994/5/6,253.16,20.88,19.51
1994/5/7,253.19,19.75,19.51
1994/5/8,253.16,17.69,19.51
1994/5/9,253.03,15.66,19.53
1994/5/10,252.84,15.58,19.85
1994/5/11,252.64,14.79,19.95
1994/5/12,252.39,14.12,19.96
1994/5/13,252.14,13.39,18.1
1994/5/14,251.96,13.65,17.41
1994/5/15,252.06,34.92,18.81
1994/5/16,252.81,27.43,19.79
1994/5/17,252.95,19.78,19.78
1994/5/18,252.85,16.64,19.79
1994/5/19,252.72,15.76,19.8
1994/5/20,252.47,13.08,19.82
1994/5/21,252.14,11.98,19.83
1994/5/22,251.77,11.03,19.83
1994/5/23,251.36,10.66,19.83
1994/5/24,250.97,10.52,17.77
1994/5/25,250.65,9.99,17.3
1994/5/26,250.34,16.48,17.17
1994/5/27,250.79,30.64,20.08
1994/5/28,250.85,16.09,20.18
1994/5/29,250.56,12.44,20.19
1994/5/30,250.21,11.15,18.25
1994/5/31,249.89,10.23,16.54
1994/6/1,249.57,8.87,16.27
1994/6/2,249.21,8.21,16.22
1994/6/3,248.86,9,14.95
1994/6/4,248.57,8.04,14.4
1994/6/5,248.24,7.21,14.37
1994/6/6,247.88,6.96,14.33
1994/6/7,247.51,6.78,14.3
1994/6/8,247.11,6.4,14.26
1994/6/9,246.7,6.2,14.22
1994/6/10,246.33,6,12.29
1994/6/11,245.99,5.68,12.26
1994/6/12,245.64,5.81,12.24
1994/6/13,245.34,8.9,12.21
1994/6/14,245.18,7.6,12.2
1994/6/15,244.86,5.82,12.17
1994/6/16,244.55,5.78,10.41
1994/6/17,244.33,7.37,10.28
1994/6/18,244.13,5.97,10.26
1994/6/19,243.93,8.38,10.23
1994/6/20,243.85,8.26,10.28
1994/6/21,243.74,9.61,10.28
1994/6/22,243.64,7.74,10.26
1994/6/23,243.52,6.54,8.89
1994/6/24,243.39,7.19,8.87
1994/6/25,243.42,10.05,8.88
1994/6/26,243.39,8.7,8.87
1994/6/27,243.42,8.7,8.88
1994/6/28,243.36,7.52,8.87
1994/6/29,243.26,6.85,8.86
1994/6/30,243.13,6.49,8.84
1994/7/1,243.22,25.01,8.89
1994/7/2,243.86,43.38,47.92
1994/7/3,243.7,16.49,18.01
1994/7/4,243.72,11.72,10.72
1994/7/5,243.78,14.51,12.5
1994/7/6,243.72,26.77,29.95
1994/7/7,243.55,15.03,18.23
1994/7/8,243.56,14.34,13.67
1994/7/9,243.51,11.48,10.64
1994/7/10,243.58,11.41,10.41
1994/7/11,243.66,10.83,9.49
1994/7/12,243.68,8.94,9.45
1994/7/13,243.62,8.1,9.44
1994/7/14,243.56,7.66,8.5
1994/7/15,243.53,7.26,7.59
1994/7/16,243.47,7.27,8.27
1994/7/17,243.42,7.08,8.09
1994/7/18,243.36,6.98,8.08
1994/7/19,243.28,6.74,8.08
1994/7/20,243.2,6.57,8.08
1994/7/21,243.1,6.56,8.08
1994/7/22,243,6.35,8.18
1994/7/23,242.89,6.26,8.07
1994/7/24,242.77,5.91,8.06
1994/7/25,242.55,5.02,10.44
1994/7/26,242.19,4.62,10.71
1994/7/27,241.82,4.56,10.68
1994/7/28,241.43,4.38,10.65
1994/7/29,241.04,4.75,10.62
1994/7/30,240.69,4.97,10.59
1994/7/31,240.3,4.14,10.56
1994/8/1,239.88,4,10.53
1994/8/2,239.44,4.48,10.5
1994/8/3,239.07,4.54,10.47
1994/8/4,238.63,3.78,10.44
1994/8/5,238.16,3.36,10.41
1994/8/6,237.66,3.29,10.37
1994/8/7,237.13,2.8,10.32
1994/8/8,236.57,2.82,10.29
1994/8/9,235.98,2.6,10.27
1994/8/10,235.45,3.52,8.39
1994/8/11,235.15,3.8,7.42
1994/8/12,234.85,3.74,7.41
1994/8/13,234.53,3.41,7.43
1994/8/14,234.17,3.08,7.44
1994/8/15,233.87,3.44,4.56
1994/8/16,233.9,4.03,4.03
1994/8/17,233.88,3.87,4.08
1994/8/18,233.9,4.99,4.1
1994/8/19,234.06,8.36,7.31
1994/8/20,234.01,8.82,8.82
1994/8/21,234.04,8.34,8.82
1994/8/22,233.79,4.07,8.8
1994/8/23,233.33,3.02,8.41
1994/8/24,232.83,2.6,8.21
1994/8/25,232.29,2.47,8.2
1994/8/26,231.92,4.55,5.03
1994/8/27,232.03,4.77,3.66
1994/8/28,232.19,6.39,3.68
1994/8/29,232.15,3.3,7.21
1994/8/30,231.74,3.13,7.2
1994/8/31,231.27,2.79,7.14
1994/9/1,230.84,4.64,7.08
1994/9/2,230.52,4.32,5.51
1994/9/3,230.35,4.03,5.12
1994/9/4,230.15,3.98,5.1
1994/9/5,229.88,3.83,4.49
1994/9/6,229.92,3.51,3.56
1994/9/7,229.94,4.8,4.7
1994/9/8,229.99,6.22,4.99
1994/9/9,229.98,4.98,5.54
1994/9/10,230.13,4.19,3.51
1994/9/11,230.2,3.91,3.52
1994/9/12,230.27,4.16,3.53
1994/9/13,230.45,11.57,11.29
1994/9/14,230.28,8.13,8.64
1994/9/15,234.14,92.84,15
1994/9/16,237.64,24.29,21.1
1994/9/17,237.57,17.07,21.1
1994/9/18,236.9,8.73,20.92
1994/9/19,236.36,10.74,12.96
1994/9/20,236.11,8.78,12.94
1994/9/21,235.74,7.55,12.92
1994/9/22,235.96,47.05,14.78
1994/9/23,240.04,62.87,21.1
1994/9/24,240.87,35.94,21.1
1994/9/25,242.8,46.38,21.1
1994/9/26,243.21,19.92,21.1
1994/9/27,243.07,17.77,21.1
1994/9/28,242.82,18.3,21.1
1994/9/29,242.66,88.37,62.66
1994/9/30,247.78,219.03,149.07
1994/10/1,248.26,38.95,32.6
1994/10/2,248.09,21.81,32.31
1994/10/3,247.74,17.29,20.46
1994/10/4,247.48,13.88,20.4
1994/10/5,247.08,11.48,20.48
1994/10/6,246.56,9.63,20.52
1994/10/7,245.96,8.69,20.49
1994/10/8,245.29,7.56,20.42
1994/10/9,244.56,6.89,20.32
1994/10/10,243.76,6.44,20.25
1994/10/11,242.94,6.25,20.18
1994/10/12,242.09,6.4,20.75
1994/10/13,241.6,8.73,10.33
1994/10/14,241.47,7.81,10.22
1994/10/15,241.3,7.14,10.21
1994/10/16,241.2,11.01,10.2
1994/10/17,241.23,9.07,10.2
1994/10/18,241.1,7.29,10.19
1994/10/19,240.91,7.5,10.31
1994/10/20,240.75,7.5,10.16
1994/10/21,240.61,10,10.15
1994/10/22,240.67,10.32,10.17
1994/10/23,240.59,7.8,10.14
1994/10/24,240.43,7.64,10.14
1994/10/25,240.26,7.31,10.13
1994/10/26,240.06,6.7,10.12
1994/10/27,239.83,6.49,10.1
1994/10/28,239.57,6.03,10.09
1994/10/29,239.3,5.86,10.07
1994/10/30,239,5.61,10.05
1994/10/31,238.69,5.25,10.02
1994/11/1,238.36,5.21,9.99
1994/11/2,238.02,4.99,9.96
1994/11/3,237.69,6.04,9.93
1994/11/4,237.49,6.19,8.14
1994/11/5,237.35,5.83,8.05
1994/11/6,237.18,5.68,8.04
1994/11/7,237.01,5.47,7.92
1994/11/8,236.82,5.27,7.88
1994/11/9,236.62,5.09,7.96
1994/11/10,236.33,4.81,8.61
1994/11/11,236.07,4.88,8.12
1994/11/12,235.83,5.23,8.11
1994/11/13,235.6,4.93,8.05
1994/11/14,235.32,4.41,8.03
1994/11/15,235.03,4.21,8
1994/11/16,234.72,4.2,7.99
1994/11/17,234.39,3.96,7.98
1994/11/18,234.05,4.38,7.98
1994/11/19,233.76,4.58,7.96
1994/11/20,233.44,4.24,7.94
1994/11/21,233.1,4.05,7.92
1994/11/22,232.74,3.96,7.92
1994/11/23,232.35,3.74,7.91
1994/11/24,231.92,3.66,7.9
1994/11/25,231.56,5.35,6.17
1994/11/26,231.76,6.27,3.87
1994/11/27,232.01,6.15,3.89
1994/11/28,232.11,5.34,5.13
1994/11/29,232.15,5.53,5.12
1994/11/30,232.18,5.24,5.14
1994/12/1,232.18,5.14,5.14
1994/12/2,232.2,5.97,5.14
1994/12/3,232.39,7.57,5.17
1994/12/4,232.58,6.96,5.19
1994/12/5,232.76,7.08,5.21
1994/12/6,232.91,6.69,5.23
1994/12/7,233.3,13.22,5.27
1994/12/8,233.96,10.82,5.34
1994/12/9,234.67,20.09,5.42
1994/12/10,235.77,13.04,5.54
1994/12/11,236.14,9.1,5.58
1994/12/12,236.39,9.16,5.61
1994/12/13,236.68,9.42,5.64
1994/12/14,236.95,9,5.67
1994/12/15,237.17,8.47,5.7
1994/12/16,237.34,7.37,5.71
1994/12/17,237.45,7.4,5.73
1994/12/18,237.57,7.41,5.74
1994/12/19,237.72,6.27,3.91
1994/12/20,237.9,6.35,3.58
1994/12/21,238.09,6.05,3.59
1994/12/22,238.25,5.78,3.61
1994/12/23,238.44,7.67,3.62
1994/12/24,238.96,15.63,3.67
1994/12/25,239.97,17.44,3.71
1994/12/26,240.58,11.67,3.7
1994/12/27,241.06,10.8,3.81
1994/12/28,241.45,9.62,3.82
1994/12/29,241.77,8.33,3.83
1994/12/30,242.04,7.92,3.84
1994/12/31,242.27,7.48,3.87
1995/1/1,242.47,6.85,3.89
1995/1/2,242.64,6.71,3.92
1995/1/3,242.8,6.5,4.2
1995/1/4,242.97,8.04,4.22
1995/1/5,243.24,8.92,4.22
1995/1/6,243.48,7.51,3.99
1995/1/7,243.69,7.47,3.94
