鳴子,（※空欄はデータがなし）
年月日,貯水位（m）,流入量（m3/S）,放流量（m3/S）
2007/10/23,238.11,6.4,5.67
2007/10/24,238.14,5.8,5.66
2007/10/25,238.15,5.79,5.64
2007/10/26,238.17,7.74,6.29
2007/10/27,238.53,19.67,9.69
2007/10/28,238.98,15.79,15.79
2007/10/29,239.01,10.54,8.32
2007/10/30,239.13,9.22,8.32
2007/10/31,239.14,7.87,8.32
2007/11/1,239.12,7.6,6.85
2007/11/2,239.25,7.78,5.67
2007/11/3,239.37,7.44,5.63
2007/11/4,239.49,7.25,5.59
2007/11/5,239.59,7.06,5.56
2007/11/6,239.68,6.6,5.55
2007/11/7,239.75,6.45,5.55
2007/11/8,239.79,6.25,6.25
2007/11/9,239.71,6.13,8.24
2007/11/10,239.54,5.67,8.23
2007/11/11,239.48,9.25,8.2
2007/11/12,239.52,9.13,9.73
2007/11/13,239.34,7.66,12.32
2007/11/14,238.97,6.11,12.29
2007/11/15,238.57,7.91,12.25
2007/11/16,238.28,6.86,12.21
2007/11/17,237.87,6.01,12.18
2007/11/18,237.63,13.68,12.15
2007/11/19,237.73,10.76,12.15
2007/11/20,235.57,12.15,12.15
2007/11/21,237.83,15.49,12.16
2007/11/22,237.9,11.75,12.17
2007/11/23,237.77,9.38,12.16
2007/11/24,237.55,9.93,12.15
2007/11/25,237.61,15.56,12.09
2007/11/26,237.89,16.27,12.07
2007/11/27,238.35,20.41,15.2
2007/11/28,238.3,12.85,15.74
2007/11/29,238.13,10.39,13.13
2007/11/30,237.94,9.43,10.7
2007/12/1,237.95,9.36,9.22
2007/12/2,237.99,10.49,9.22
2007/12/3,238.07,10.1,9.23
2007/12/4,238.11,9.38,9.23
2007/12/5,238.07,8.73,9.75
2007/12/6,238.01,9.07,9.5
2007/12/7,238.01,9.64,9.5
2007/12/8,238.01,9.21,9.5
2007/12/9,237.98,8.94,9.36
2007/12/10,237.95,8.35,9.18
2007/12/11,237.87,7.79,8.9
2007/12/12,237.82,10.21,11.6
2007/12/13,237.62,9.76,12.4
2007/12/14,237.74,18.16,12.74
2007/12/15,237.94,13.1,13.38
2007/12/16,237.84,11.34,13.28
2007/12/17,237.68,10.12,12.62
2007/12/18,237.5,9.36,11.72
2007/12/19,237.34,9.02,10.96
2007/12/20,237.22,8.37,9.9
2007/12/21,237.14,8.61,9.58
2007/12/22,237.07,8.59,9.28
2007/12/23,237.03,8.52,8.94
2007/12/24,237.13,12.52,9.46
2007/12/25,237.25,9.96,10.1
2007/12/26,237.2,8.77,9.74
2007/12/27,237.13,7.87,8.56
2007/12/28,237.08,7.56,8.12
2007/12/29,238.23,43.23,9.83
2007/12/30,239.87,28.27,16.74
2007/12/31,240.19,19.27,20.52
2008/1/1,239.83,14.93,22.5
2008/1/2,239.28,11.71,20.58
2008/1/3,238.68,10.53,19.07
2008/1/4,238.22,9.44,12.76
2008/1/5,238.13,9,10.02
2008/1/6,238.05,9.01,10.02
2008/1/7,238,8.89,10.02
2008/1/8,237.9,9.04,10.01
2008/1/9,237.85,9.02,9.99
2008/1/10,237.74,8.04,9.98
2008/1/11,237.58,7.75,9.97
2008/1/12,237.43,7.54,9.9
2008/1/13,237.24,7.04,9.82
2008/1/14,237.01,6.38,9.77
2008/1/15,236.82,7.02,8.19
2008/1/16,236.81,7.27,7.14
2008/1/17,236.81,7.14,7.14
2008/1/18,236.79,6.74,7.13
2008/1/19,236.75,6.47,7.13
2008/1/20,236.7,6.49,7.14
2008/1/21,236.64,6.23,7.14
2008/1/22,236.58,6.16,6.68
2008/1/23,236.6,6.5,5.85
2008/1/24,236.68,7.3,5.86
2008/1/25,236.77,6.78,5.85
2008/1/26,236.83,6.5,5.85
2008/1/27,236.87,6.38,5.86
2008/1/28,236.9,6.13,5.86
2008/1/29,236.91,6,6.91
2008/1/30,236.68,4.85,8.77
2008/1/31,236.38,4.82,8.74
2008/2/1,236.07,4.46,8.72
2008/2/2,235.73,4.45,8.7
2008/2/3,235.39,4.18,8.68
2008/2/4,235.09,5.08,6.96
2008/2/5,235.04,5.63,6.01
2008/2/6,235.01,5.51,6
2008/2/7,234.96,5.41,6
2008/2/8,234.91,5.29,6
2008/2/9,234.84,5.28,6
2008/2/10,234.82,5.77,6
2008/2/11,234.77,5.29,6
2008/2/12,234.71,5.41,6
2008/2/13,234.66,5.52,5.99
2008/2/14,234.61,5.4,5.99
2008/2/15,234.58,5.63,5.99
2008/2/16,234.55,5.4,5.99
2008/2/17,234.49,5.16,5.98
2008/2/18,234.4,4.92,5.98
2008/2/19,234.31,4.92,5.98
2008/2/20,234.23,5.27,5.98
2008/2/21,234.18,5.16,5.98
2008/2/22,234.09,4.91,5.97
2008/2/23,234.01,5.27,5.98
2008/2/24,233.96,5.3,5.97
2008/2/25,233.88,4.94,5.96
2008/2/26,233.79,4.96,5.97
2008/2/27,233.71,5.07,5.96
2008/2/28,233.62,4.91,5.93
2008/2/29,233.53,5.04,5.93
2008/3/1,233.58,7.61,5.93
2008/3/2,233.66,6.05,5.93
2008/3/3,233.65,5.71,5.93
2008/3/4,233.63,5.7,5.93
2008/3/5,233.61,5.69,5.91
2008/3/6,233.59,5.64,5.87
2008/3/7,233.57,5.59,5.93
2008/3/8,233.52,5.49,5.93
2008/3/9,233.51,6.6,5.93
2008/3/10,233.69,8.71,5.91
2008/3/11,234.12,15.78,5.97
2008/3/12,235.19,17.51,5.99
2008/3/13,235.95,14.41,6.02
2008/3/14,236.61,16.7,6.04
2008/3/15,238.13,35.87,6.08
2008/3/16,239.89,26.56,6.11
2008/3/17,241,22.56,9.76
2008/3/18,241.52,19.36,12.29
2008/3/19,241.93,17.01,12.32
2008/3/20,242.16,16.77,12.34
2008/3/21,242.5,19.76,12.36
2008/3/22,243,20.72,12.41
2008/3/23,243.51,21.52,12.46
2008/3/24,244.05,19.8,12.51
2008/3/25,244.46,22.96,12.55
2008/3/26,245.14,22.83,12.59
2008/3/27,245.59,19.76,12.4
2008/3/28,245.96,18.07,12.29
2008/3/29,246.16,14.6,12.31
2008/3/30,246.23,12.7,12.32
2008/3/31,246.25,12.7,12.32
2008/4/1,246.23,11.36,12.32
2008/4/2,246.15,11.17,12.32
2008/4/3,246.19,14.24,11.37
2008/4/4,246.56,19.73,10.76
2008/4/5,246.85,17.84,13.64
2008/4/6,247.13,17.46,11.14
2008/4/7,247.47,18.28,11.16
2008/4/8,247.91,21.21,11.2
2008/4/9,248.37,21.17,13.8
2008/4/10,248.65,21.11,15.37
2008/4/11,249.1,28.73,16.42
2008/4/12,249.57,24.97,19.06
2008/4/13,249.73,19.58,16.84
2008/4/14,249.9,19.74,15.33
2008/4/15,250.1,19.87,15.36
2008/4/16,250.35,21.86,15.4
2008/4/17,250.68,22.78,15.45
2008/4/18,251.18,51.19,38.79
2008/4/19,251.44,60.8,58.75
2008/4/20,251.59,36.49,31.65
2008/4/21,251.86,28.37,22.87
2008/4/22,252.09,24.76,20.27
2008/4/23,252.27,22.68,19.31
2008/4/24,252.41,24.08,19.82
2008/4/25,252.59,21.55,18.85
2008/4/26,252.71,18.14,15.44
2008/4/27,252.85,18.83,15.46
2008/4/28,252.99,16.12,11.8
2008/4/29,253.28,14.72,7.16
2008/4/30,253.6,15.83,8.72
2008/5/1,253.86,16.63,12.51
2008/5/2,253.94,16.93,15.55
2008/5/3,254.06,17.33,14.78
2008/5/4,254.09,16.24,16.47
2008/5/5,254.08,15.82,16.51
2008/5/6,254.06,15.88,17.73
2008/5/7,253.77,12.56,21.26
2008/5/8,253.41,10.63,18.42
2008/5/9,253.13,9.38,15.34
2008/5/10,252.86,9.29,15.57
2008/5/11,252.56,8.57,15.54
2008/5/12,252.24,8.09,15.5
2008/5/13,251.91,7.95,15.46
2008/5/14,251.56,7.99,15.33
2008/5/15,251.26,8.43,15.26
2008/5/16,250.92,7.73,15.22
2008/5/17,250.57,7.66,15.19
2008/5/18,250.21,7.39,15.14
2008/5/19,249.84,7.11,15.11
2008/5/20,250.47,61.3,17.9
2008/5/21,251.86,24.56,19.5
2008/5/22,251.8,14.68,19.52
2008/5/23,251.51,12.08,19.48
2008/5/24,251.14,10.6,19.45
2008/5/25,250.86,15.97,19.41
2008/5/26,250.61,11.12,17.8
2008/5/27,250.34,9.74,15.55
2008/5/28,250.04,8.89,15.5
2008/5/29,249.73,8.92,15.45
2008/5/30,249.41,8.45,15.42
2008/5/31,249.13,12.22,15.38
2008/6/1,249.07,13.07,15.38
2008/6/2,248.88,10.45,14.96
2008/6/3,248.64,9.31,14.43
2008/6/4,248.38,8.66,14.4
2008/6/5,248.07,8.27,14.37
2008/6/6,248.89,46.03,14.46
2008/6/7,249.63,19.41,14.54
2008/6/8,249.71,14.13,14.55
2008/6/9,249.6,13.35,16.53
2008/6/10,249.44,11.85,15.65
2008/6/11,249.24,,13.48
2008/6/12,249,8.25,13.46
2008/6/13,248.73,7.5,13.44
2008/6/14,248.5,9.11,12.18
2008/6/15,248.32,8.49,13.41
2008/6/16,248.07,8.1,13.39
2008/6/17,247.8,7.83,13.37
2008/6/18,247.47,7.54,15.26
2008/6/19,247.11,7.22,13.32
2008/6/20,246.8,7.19,13.3
2008/6/21,246.46,6.78,13.27
2008/6/22,246.12,6.76,13.23
2008/6/23,245.77,6.59,13.21
2008/6/24,245.41,6.54,13.17
2008/6/25,245.03,6.01,13.13
2008/6/26,244.63,5.76,13.11
2008/6/27,244.22,5.89,13.08
2008/6/28,243.79,5.65,13.05
2008/6/29,243.37,6.81,13.01
2008/6/30,243.03,6.82,12.98
2008/7/1,242.61,5.71,12.94
2008/7/2,242.15,5.2,12.9
2008/7/3,241.67,5.13,12.86
2008/7/4,241.25,6.39,12.83
2008/7/5,240.8,5.12,12.79
2008/7/6,240.35,9.31,12.75
2008/7/7,240.19,7.42,12.73
2008/7/8,239.76,5.62,12.69
2008/7/9,239.29,5.43,12.65
2008/7/10,238.82,5.44,11.11
2008/7/11,238.51,6.06,10.25
2008/7/12,238.52,13.57,10.25
2008/7/13,238.51,7.36,10.25
2008/7/14,238.3,7.5,10.24
2008/7/15,238.06,5.93,10.22
2008/7/16,237.73,5.34,10.2
2008/7/17,237.37,4.9,10.18
2008/7/18,237.03,6.14,9.69
2008/7/19,236.77,5.41,9.33
2008/7/20,236.45,5.12,9.3
2008/7/21,236.12,4.98,9.27
2008/7/22,235.81,6.14,9.26
2008/7/23,235.64,8.24,9.25
2008/7/24,235.92,18.99,9.26
2008/7/25,237.29,29.56,9.35
2008/7/26,238.09,13.97,9.4
2008/7/27,238.25,10.42,9.41
2008/7/28,238.45,14.2,9.42
2008/7/29,238.68,11.01,9.42
2008/7/30,238.73,9.49,9.34
2008/7/31,238.7,8.29,9.31
2008/8/1,238.6,7.57,9.31
2008/8/2,238.46,6.99,9.3
2008/8/3,238.29,6.56,9.3
2008/8/4,238.14,7.74,9.34
2008/8/5,237.97,6.23,9.33
2008/8/6,237.7,5.31,10.31
2008/8/7,237.27,4.51,10.9
2008/8/8,236.78,4.27,10.84
2008/8/9,236.27,3.86,10.79
2008/8/10,235.72,3.75,10.75
2008/8/11,235.14,3.19,10.7
2008/8/12,234.52,3.1,9.95
2008/8/13,233.98,3.22,9.44
2008/8/14,233.47,5.71,9.41
2008/8/15,233.33,8.01,9.25
2008/8/16,233.17,6.45,8.92
2008/8/17,233.06,11.03,8.9
2008/8/18,233.3,9.08,8.63
2008/8/19,234.84,46.31,8.54
2008/8/20,237,22.09,8.66
2008/8/21,238.71,55.68,8.74
2008/8/22,241.46,31.72,10.67
2008/8/23,242.12,19.47,13.75
2008/8/24,243.17,86.75,62.49
2008/8/25,243.64,71.26,73.27
2008/8/26,243.54,37.84,39.18
2008/8/27,243.5,24.37,23.87
2008/8/28,243.58,18.6,18.6
2008/8/29,243.58,16.97,16.97
2008/8/30,243.59,21.87,17
2008/8/31,244.06,29.74,25.86
2008/9/1,243.9,21.92,27.48
2008/9/2,243.65,17.47,20.16
2008/9/3,243.49,14.88,18.57
2008/9/4,243.19,12.51,18.55
2008/9/5,242.83,11.35,15.96
2008/9/6,242.64,10.79,13.91
2008/9/7,242.42,9.94,13.89
2008/9/8,242.18,9.37,12.82
2008/9/9,241.98,8.55,12.13
2008/9/10,241.74,7.95,11.65
2008/9/11,241.53,7.71,11.08
2008/9/12,241.31,8.55,12.58
2008/9/13,241.05,7.2,11.18
2008/9/14,240.79,6.78,11.16
2008/9/15,240.49,6.44,11.13
2008/9/16,240.2,6.34,10.56
2008/9/17,239.94,6.07,10.18
2008/9/18,239.67,5.96,10.17
2008/9/19,239.38,5.79,10.15
2008/9/20,239.08,5.51,10.13
2008/9/21,238.79,6.21,10.12
2008/9/22,238.49,5.47,10.1
2008/9/23,238.16,5.02,10.08
2008/9/24,237.8,4.91,10.05
2008/9/25,237.45,6.08,8.99
2008/9/26,237.56,9.78,6.17
2008/9/27,237.76,8.25,6.17
2008/9/28,237.85,7.01,6.18
2008/9/29,237.88,6.31,6.17
2008/9/30,237.86,6,6.69
2008/10/1,237.81,5.82,6.65
2008/10/2,237.78,5.95,6.09
2008/10/3,237.75,5.67,6.09
2008/10/4,237.73,5.95,6.09
2008/10/5,237.74,6.23,6.09
2008/10/6,237.85,10.6,6.55
2008/10/7,238.12,8.12,6.38
2008/10/8,238.19,8.26,6.38
2008/10/9,238.43,10,6.67
2008/10/10,238.54,7.84,6.97
2008/10/11,238.64,7.63,6.04
2008/10/12,238.66,6.39,7.11
2008/10/13,238.6,6.24,7.11
2008/10/14,238.53,5.94,7.1
2008/10/15,238.41,5.44,8.04
2008/10/16,238.21,5.21,8.1
2008/10/17,238,5.03,7.74
2008/10/18,237.86,5.3,7.11
2008/10/19,237.72,5.17,7.11
2008/10/20,237.57,5.03,7.11
2008/10/21,237.42,4.87,7.09
2008/10/22,237.26,4.86,7.08
2008/10/23,237.09,4.72,7.08
2008/10/24,238.24,54.3,13.44
2008/10/25,240.06,22.6,19.72
2008/10/26,239.8,13.04,19.68
2008/10/27,239.33,11.2,19.63
2008/10/28,238.66,8.83,18.83
2008/10/29,238.12,11.58,17.61
2008/10/30,237.7,10.45,15.03
2008/10/31,237.53,9.97,11.36
2008/11/1,237.67,14.84,11.37
2008/11/2,237.72,10.81,11.37
2008/11/3,237.65,10.26,11.37
2008/11/4,237.64,11.22,11.36
2008/11/5,237.56,9.46,10.71
2008/11/6,237.48,8.98,9.81
2008/11/7,237.46,8.94,8.94
2008/11/8,237.47,8.03,8.03
2008/11/9,237.44,7.46,8.02
2008/11/10,237.39,7.19,8.02
2008/11/11,237.34,7.04,7.46
2008/11/12,237.32,6.82,7.1
2008/11/13,237.29,6.41,7.1
2008/11/14,237.24,6.41,7.1
2008/11/15,237.17,5.99,7.1
2008/11/16,237.09,6.14,7.11
2008/11/17,237.03,6.08,6.5
2008/11/18,237.05,6.95,6.12
2008/11/19,237.17,8.32,6.1
2008/11/20,237.31,7.91,6.1
2008/11/21,237.53,11.53,6.11
2008/11/22,237.95,10.62,6.12
2008/11/23,238.36,13.8,6.14
2008/11/24,238.8,10.93,6.15
2008/11/25,239.05,9.66,8.04
2008/11/26,239.03,8.28,9.18
2008/11/27,238.95,7.72,9.17
2008/11/28,239.1,22.74,12.57
2008/11/29,239.72,18.82,16.41
2008/11/30,240.2,29.43,16.46
2008/12/1,240.61,16.79,16.48
2008/12/2,240.63,13.14,11.58
2008/12/3,240.69,11.99,12.14
2008/12/4,240.68,11.84,12.15
2008/12/5,240.64,13.4,13.4
2008/12/6,240.75,15.66,14.72
2008/12/7,240.6,11.7,16.24
2008/12/8,240.23,9.79,16.19
2008/12/9,239.83,9.64,14.03
2008/12/10,239.76,13.06,12.16
2008/12/11,239.86,18.62,12.17
2008/12/12,240.72,24.12,12.24
2008/12/13,241.09,15.3,12.26
2008/12/14,241.18,12.22,12.22
2008/12/15,241.12,10.44,12.21
2008/12/16,240.97,9.36,12.2
2008/12/17,240.76,8.6,12.19
2008/12/18,240.53,8.73,12.17
2008/12/19,240.32,8.54,12.14
2008/12/20,240.04,7.48,12.11
2008/12/21,239.73,7.29,12.1
2008/12/22,239.51,9.96,12.07
2008/12/23,239.31,8.29,12.05
2008/12/24,239.04,7.72,12.03
2008/12/25,238.8,11.43,12.01
2008/12/26,238.97,12.29,10.4
2008/12/27,238.99,9.94,10.09
2008/12/28,238.96,9.32,10.04
2008/12/29,238.89,8.58,10.03
2008/12/30,238.81,9.73,10.02
2008/12/31,238.81,9.58,10.02
2009/1/1,238.72,8.13,10.01
2009/1/2,238.58,7.98,10.01
2009/1/3,238.44,7.97,10
2009/1/4,238.27,7.25,10
2009/1/5,238.06,6.54,9.98
2009/1/6,237.82,6.49,9.96
2009/1/7,237.56,6.2,9.95
2009/1/8,237.28,6.04,9.93
2009/1/9,236.98,6.14,9.91
2009/1/10,236.75,7.28,9.91
2009/1/11,236.5,5.98,9.89
2009/1/12,236.19,5.67,9.86
2009/1/13,235.88,6.2,9.22
2009/1/14,235.72,6.42,8.17
2009/1/15,235.6,6.41,8.16
2009/1/16,235.45,6.65,8.15
2009/1/17,235.32,6.15,8.15
2009/1/18,235.14,5.99,7.74
2009/1/19,235.11,8,9
2009/1/20,234.93,8.05,8.66
2009/1/21,235.05,8.14,6.28
2009/1/22,235.14,7.76,7.02
2009/1/23,235.64,22.62,6.22
2009/1/24,237.25,23.46,6.39
2009/1/25,238.03,14.08,6.42
2009/1/26,238.47,11.5,6.44
2009/1/27,238.76,10.21,6.45
2009/1/28,238.97,8.79,6.45
2009/1/29,239.11,8.57,6.46
2009/1/30,239.25,8.73,6.47
2009/1/31,239.53,12.65,6.48
2009/2/1,239.87,10.1,6.49
2009/2/2,240.06,8.84,6.5
2009/2/3,240.21,8.53,6.5
2009/2/4,240.31,7.91,6.5
2009/2/5,240.38,7.45,6.51
2009/2/6,240.45,7.6,6.51
2009/2/7,240.51,7.28,6.49
2009/2/8,240.57,7.41,6.47
2009/2/9,240.6,6.78,6.47
2009/2/10,240.63,6.92,6.46
2009/2/11,240.65,6.77,6.46
2009/2/12,240.68,6.94,6.47
2009/2/13,240.71,7.05,6.43
2009/2/14,241.91,49.12,8.85
2009/2/15,243.67,25.23,12.31
2009/2/16,244.17,17.46,12.33
2009/2/17,244.31,12.86,12.34
2009/2/18,244.31,11.04,11.04
2009/2/19,244.31,9.9,10.25
2009/2/20,244.27,10.02,11.05
2009/2/21,244.13,9.32,11.72
2009/2/22,244.03,8.59,10.13
2009/2/23,243.95,8.87,10.04
2009/2/24,243.93,8.1,8.1
2009/2/25,243.94,8.6,8.1
2009/2/26,243.98,8.61,8.1
2009/2/27,243.99,8.1,8.1
2009/2/28,243.98,7.59,8.1
2009/3/1,243.94,7.6,8.1
2009/3/2,243.92,7.58,7.92
2009/3/3,243.9,6.96,7.3
2009/3/4,243.88,6.96,7.3
2009/3/5,243.85,6.79,7.3
2009/3/6,243.93,15.87,7.36
2009/3/7,244.89,23.65,8.2
2009/3/8,245.36,13.17,8.2
2009/3/9,245.56,11.51,8.2
2009/3/10,245.75,12.67,8.62
2009/3/11,246.01,13.74,8.67
2009/3/12,246.24,11.21,7.58
2009/3/13,246.4,10.27,7.6
2009/3/14,246.7,17.33,7.6
2009/3/15,247.2,15.19,7.69
2009/3/16,247.52,14.18,7.85
2009/3/17,248.06,23.34,8.19
2009/3/18,248.73,21.45,9.77
2009/3/19,249.82,54.66,16.59
2009/3/20,251.67,52.3,19.27
2009/3/21,252.56,29,19.35
2009/3/22,252.8,23.64,19.38
2009/3/23,253.21,33.56,24.66
2009/3/24,253.2,23.59,28.17
2009/3/25,252.98,19.02,24.01
2009/3/26,252.78,14.88,19.37
2009/3/27,252.54,13.08,19.36
2009/3/28,252.25,12.59,19.33
2009/3/29,251.95,11.38,16.7
2009/3/30,251.77,10.83,14.35
2009/3/31,251.64,10.84,13.26
2009/4/1,251.56,10.81,11.91
2009/4/2,251.54,10.75,9.87
2009/4/3,251.63,11.85,8.99
2009/4/4,251.81,13.83,8.99
2009/4/5,252.09,17.74,9.01
2009/4/6,252.55,20.03,9.03
2009/4/7,253.02,20.74,11.89
2009/4/8,253.31,21.48,17.36
2009/4/9,253.44,25.21,22.22
2009/4/10,253.53,31.31,28.34
2009/4/11,253.71,33.19,29.06
2009/4/12,253.83,32.58,32.36
2009/4/13,253.79,35.14,35.36
2009/4/14,253.7,36.89,44.46
2009/4/15,253.54,56.38,55.92
2009/4/16,253.34,35.74,41.24
2009/4/17,253.23,23.58,24.04
2009/4/18,253.3,20.39,17.18
2009/4/19,253.47,21.35,17.22
2009/4/20,253.61,19.57,18.66
2009/4/21,253.65,42.41,42.41
2009/4/22,253.59,60.57,64.24
2009/4/23,253.39,38.16,38.84
2009/4/24,253.42,26.41,26.19
2009/4/25,253.45,34.05,32.21
2009/4/26,253.6,98.38,96.78
2009/4/27,253.43,65.14,67.88
2009/4/28,253.53,35,29.73
2009/4/29,253.82,26.07,21.72
2009/4/30,253.86,24.49,24.71
2009/5/1,253.86,22.51,22.06
2009/5/2,253.95,22.21,18.07
2009/5/3,254.1,21.14,19.75
2009/5/4,254.12,20.19,20.19
2009/5/5,254.12,19.79,19.79
2009/5/6,254.1,18.9,20.29
2009/5/7,253.96,18.28,24.02
2009/5/8,253.64,17.08,23.74
2009/5/9,253.41,14.34,19.37
2009/5/10,253.18,13.03,18.31
2009/5/11,252.97,12.54,17.52
2009/5/12,252.73,11.8,17.63
2009/5/13,252.48,12,17.61
2009/5/14,252.2,11.18,17.46
2009/5/15,251.91,10.3,17.37
2009/5/16,251.57,9.64,17.34
2009/5/17,251.26,16.21,17.31
2009/5/18,251.74,29.03,17.37
2009/5/19,251.84,14.97,17.39
2009/5/20,251.66,12.31,17.37
2009/5/21,251.39,10.97,17.35
2009/5/22,251.1,11.17,17.32
2009/5/23,250.8,10.16,17.27
2009/5/24,250.46,9.7,17.23
2009/5/25,250.09,8.87,17.21
2009/5/26,249.68,8.32,17.16
2009/5/27,249.26,7.6,16.25
2009/5/28,248.9,7.66,14.66
2009/5/29,248.54,7.22,14.59
2009/5/30,248.24,9.86,14.57
2009/5/31,248.01,9.09,14.54
2009/6/1,247.7,7.73,14.06
2009/6/2,247.4,7.18,12.33
2009/6/3,247.18,7.26,11.21
2009/6/4,246.98,7.13,11.2
2009/6/5,246.77,7.74,11.18
2009/6/6,247.03,30.97,11.19
2009/6/7,248.32,30.55,11.29
2009/6/8,248.82,16.85,11.32
2009/6/9,248.96,12.63,12.02
2009/6/10,248.92,10.75,12.39
2009/6/11,248.99,22.86,15.77
2009/6/12,249.21,17.22,18.05
2009/6/13,249.12,13.19,17.19
2009/6/14,248.79,10.84,19.24
2009/6/15,248.38,9.48,16.64
2009/6/16,248.06,8.45,15.14
2009/6/17,247.72,8.18,15.11
2009/6/18,247.36,7.75,15.08
2009/6/19,246.98,7.09,14.27
2009/6/20,246.65,7.15,13.26
2009/6/21,246.41,10.18,13.24
2009/6/22,246.2,8.63,13.21
2009/6/23,246.07,11.49,13.21
2009/6/24,245.87,8.58,13.19
2009/6/25,245.59,7.46,13.17
2009/6/26,245.25,6.34,13.15
2009/6/27,244.88,6.23,13.12
2009/6/28,244.48,5.88,13.08
2009/6/29,244.09,6.03,11.99
2009/6/30,243.85,8.95,11.3
2009/7/1,243.68,7.76,11.29
2009/7/2,243.53,9.93,11.27
2009/7/3,243.42,8.25,11.27
2009/7/4,243.51,16.98,11.27
2009/7/5,243.67,11.12,11.28
2009/7/6,243.58,8.93,11.28
2009/7/7,243.41,8.24,11.26
2009/7/8,243.23,8.39,11.25
2009/7/9,243.07,11.4,11.23
2009/7/10,243.67,25.48,12.56
2009/7/11,243.94,13.87,14.54
2009/7/12,243.8,11.34,14.52
2009/7/13,243.89,25.37,20.51
2009/7/14,243.82,17.28,22.48
2009/7/15,243.64,14.59,16.11
2009/7/16,243.53,11.52,13.2
2009/7/17,243.46,10,11.5
2009/7/18,243.47,24.78,13.34
2009/7/19,244.08,71.69,79.43
2009/7/20,243.27,38.19,41.88
2009/7/21,243.53,24.95,19.92
2009/7/22,243.89,23.11,18.75
2009/7/23,243.95,17.43,18.77
2009/7/24,243.78,15.08,18.77
2009/7/25,243.57,16.24,18.76
2009/7/26,243.51,18.92,18.75
2009/7/27,243.62,22.73,19.55
2009/7/28,243.7,19.51,20.18
2009/7/29,243.63,16.57,18.75
2009/7/30,243.72,26.31,23.29
2009/7/31,243.65,17.83,20.18
2009/8/1,243.47,14.36,18.72
2009/8/2,243.13,12.18,18.71
2009/8/3,242.81,13.75,18.68
2009/8/4,242.39,10.58,18.64
2009/8/5,241.91,9.58,16.56
2009/8/6,241.5,8.48,15.39
2009/8/7,241.05,8.02,15.33
2009/8/8,240.6,7.94,15.29
2009/8/9,240.1,7.65,15.23
2009/8/10,239.75,14.89,15.19
2009/8/11,240.01,17.57,14.38
2009/8/12,240.03,12.03,13.27
2009/8/13,239.96,14.35,13.26
2009/8/14,240.1,14.23,13.29
2009/8/15,240.05,11.1,13.28
2009/8/16,239.84,9.19,13.25
2009/8/17,239.53,8.25,13.22
2009/8/18,239.18,7.62,13.19
2009/8/19,238.79,7.22,13.15
2009/8/20,238.36,6.59,13.11
2009/8/21,237.97,9.89,12.75
2009/8/22,237.81,8.52,12.55
2009/8/23,237.43,6.41,12.52
2009/8/24,236.96,5.76,12.47
2009/8/25,236.43,5.22,12.42
2009/8/26,235.85,4.79,12.37
2009/8/27,235.24,4.36,11.59
2009/8/28,234.69,4.6,11.09
2009/8/29,234.25,6.8,11.06
2009/8/30,233.77,4.23,11
2009/8/31,233.7,18.12,10.99
2009/9/1,234.66,20.47,10.91
2009/9/2,235.02,12.32,9.51
2009/9/3,235.23,10.59,8.59
2009/9/4,235.35,9.98,8.6
2009/9/5,235.43,8.98,8.61
2009/9/6,235.42,7.99,8.61
2009/9/7,235.35,7.47,8.59
2009/9/8,235.23,6.92,8.42
2009/9/9,235.14,6.77,8.02
2009/9/10,235.07,7.77,8.01
2009/9/11,235.04,7.26,8.01
2009/9/12,234.94,6.7,8
2009/9/13,234.86,7.41,8
2009/9/14,234.79,6.7,8
2009/9/15,234.71,7.47,7.6
2009/9/16,234.69,6.52,7.34
2009/9/17,234.61,6.25,7.07
2009/9/18,234.55,6.14,6.73
2009/9/19,234.51,6.06,6.42
2009/9/20,234.48,5.83,6.42
2009/9/21,234.42,5.71,6.42
2009/9/22,234.35,5.59,6.42
2009/9/23,234.31,6.41,6.41
2009/9/24,234.33,6.38,6.25
2009/9/25,234.32,5.87,6.11
2009/9/26,234.29,5.64,6.11
2009/9/27,234.23,5.26,6.08
2009/9/28,234.17,5.49,6.08
2009/9/29,234.16,6.08,6.08
2009/9/30,234.12,5.37,6.08
2009/10/1,234.04,5.01,6.07
2009/10/2,234,8.08,6.08
2009/10/3,234.35,9.28,6.09
2009/10/4,234.46,6.32,6.09
2009/10/5,234.44,5.62,6.09
2009/10/6,234.38,5.27,6.09
2009/10/7,234.3,5.13,6.08
2009/10/8,235.4,53.48,10.95
2009/10/9,237.92,22.2,16.49
2009/10/10,237.97,11.4,13.22
2009/10/11,237.73,9.03,13.2
2009/10/12,237.43,8.05,11.38
2009/10/13,237.23,7.13,10.19
2009/10/14,237.06,7.37,8.2
2009/10/15,237.07,7.21,7.07
2009/10/16,237.06,6.77,7.05
2009/10/17,237.03,6.36,7.05
2009/10/18,236.98,6.66,7.05
2009/10/19,236.95,6.66,7.05
2009/10/20,237.05,12,7.05
2009/10/21,237.47,11.17,7
2009/10/22,237.77,10.74,6.99
2009/10/23,237.92,8.54,7.29
2009/10/24,237.98,7.81,7.39
2009/10/25,237.99,7.38,7.38
2009/10/26,238.15,22.37,11.37
2009/10/27,239.42,30.7,17.91
2009/10/28,239.53,14.02,16.58
